,ASWDIFD_S,ASWDIR_S,ASWDIRN_S,T: 10.0m,T: 80.0m,T: 100.0m,T: 120.0m,T: 140.0m,T: 160.0m,T: 200.0m,T: 240.0m
2002-01-01T07:00:00+00:00,0.0,0.0,0.0,133.3965,133.858,133.976,134.182,134.275,134.3575,134.5285,134.6845
2002-01-01T07:30:00+00:00,1.35,0.0,10.585,133.3965,133.858,133.976,134.182,134.275,134.3575,134.5285,134.6845
2002-01-01T08:00:00+00:00,19.5725,17.118,275.469,133.3965,133.858,134.064,134.182,134.275,134.4425,134.6135,134.77
2002-01-01T08:30:00+00:00,34.4215,62.4795,520.7004999999999,133.494,133.9465,134.064,134.182,134.361,134.4425,134.698,134.855
2002-01-01T09:00:00+00:00,45.22,114.68900000000001,647.6415,133.592,133.9465,134.064,134.2695,134.361,134.5275,134.783,134.94
2002-01-01T09:30:00+00:00,52.644,164.33,727.2405,133.787,133.9465,134.152,134.3565,134.447,134.6125,134.868,134.94
2002-01-01T10:00:00+00:00,58.044,207.9805,780.394,134.08,134.0345,134.24,134.444,134.619,134.7825,134.953,135.11
2002-01-01T10:30:00+00:00,61.418000000000006,242.216,814.972,134.373,134.2985,134.504,134.706,134.8775,134.9525,135.208,135.3655
2002-01-01T11:00:00+00:00,63.443,266.1805,837.0145,134.7635,134.475,134.504,134.531,134.705,134.9525,135.208,135.3655
2002-01-02T07:00:00+00:00,0.0,0.0,0.0,134.373,134.827,135.0325,135.1425,135.308,135.463,135.7175,135.876
2002-01-02T07:30:00+00:00,1.35,0.0,11.1435,134.373,134.827,135.0325,135.2295,135.308,135.463,135.7175,135.961
2002-01-02T08:00:00+00:00,19.5725,17.9735,286.982,134.373,134.827,135.0325,135.1425,135.308,135.463,135.7175,135.961
2002-01-02T08:30:00+00:00,34.4215,65.0475,539.4639999999999,134.373,134.827,135.0325,135.1425,135.308,135.463,135.7175,135.961
2002-01-02T09:00:00+00:00,45.22,118.11200000000001,669.393,134.4705,134.915,135.0325,135.2295,135.394,135.463,135.7175,135.961
2002-01-02T09:30:00+00:00,52.644,169.46550000000002,749.5274999999999,134.666,135.003,135.2085,135.4045,135.48,135.633,135.8875,136.0465
2002-01-02T10:00:00+00:00,58.044,213.9715,801.092,134.861,135.2675,135.4725,135.579,135.738,135.888,136.142,136.3015
2002-01-02T10:30:00+00:00,61.418000000000006,247.351,831.966,135.0565,135.4435,135.649,135.841,135.9965,136.058,136.312,136.472
2002-01-02T11:00:00+00:00,63.443,272.17150000000004,854.3389999999999,135.3495,135.4435,135.737,135.9285,136.0825,136.228,136.397,136.557
2002-01-03T07:00:00+00:00,0.0,0.0,0.0,133.1035,133.506,133.888,134.3565,134.7915,135.2075,135.972,136.812
