,ASWDIFD_S,ASWDIR_S,ASWDIRN_S,T: 10.0m,T: 80.0m,T: 100.0m,T: 120.0m,T: 140.0m,T: 160.0m,T: 200.0m,T: 240.0m
2002-06-26T07:00:00+00:00,97.986,441.77599999999995,788.5820000000001,144.3405,143.8775,143.7835,143.686,143.512,143.4405,143.467,143.5635
2002-06-26T07:30:00+00:00,102.9205,516.966,820.5595000000001,144.824,144.3335,144.2385,144.14,143.9645,143.8915,143.736,143.5635
2002-06-26T08:00:00+00:00,107.124,587.4585,846.3505,145.2105,144.6985,144.6025,144.503,144.327,144.2525,144.095,143.832
2002-06-26T08:30:00+00:00,110.622,651.6075000000001,867.1949999999999,145.5975,145.063,144.9665,144.866,144.7795,144.6135,144.4545,144.279
2002-06-26T09:00:00+00:00,113.52799999999999,707.3895,883.2429999999999,145.9845,145.428,145.33,145.229,145.1415,144.9745,144.8135,144.637
2002-06-26T09:30:00+00:00,115.7755,753.754,895.451,146.2745,145.7015,145.603,145.5015,145.4135,145.3355,145.0825,144.905
2002-06-26T10:00:00+00:00,120.87,772.5315,884.816,146.661,146.0665,145.967,145.8645,145.685,145.606,145.4415,145.1735
2002-06-26T10:30:00+00:00,126.8355,772.981,863.75,146.951,146.34,146.24,146.137,146.047,145.877,145.711,145.5315
2002-06-26T11:00:00+00:00,124.5675,798.182,880.675,147.1445,146.614,146.5125,146.3185,146.228,146.1475,145.9805,145.71
2002-06-27T07:00:00+00:00,100.65950000000001,428.3995,765.9835,146.371,145.9755,145.876,145.774,145.685,145.516,145.352,145.263
2002-06-27T07:30:00+00:00,111.679,494.1725,785.461,146.758,146.34,146.149,146.046,145.9565,145.877,145.711,145.5315
2002-06-27T08:00:00+00:00,118.7485,559.6985,807.1665,147.048,146.5225,146.4215,146.3185,146.228,146.0575,145.8905,145.71
2002-06-27T08:30:00+00:00,112.178,636.4259999999999,847.678,147.338,146.7965,146.6945,146.591,146.409,146.328,146.16,145.9785
2002-06-27T09:00:00+00:00,116.4205,675.308,844.1225,147.5315,146.9785,146.8765,146.7725,146.681,146.599,146.3395,146.1575
2002-06-27T09:30:00+00:00,122.1265,701.6255,834.056,147.725,147.161,147.0585,146.954,146.862,146.689,146.519,146.3365
2002-06-27T10:00:00+00:00,122.81200000000001,716.9235,821.453,147.918,147.3435,147.2405,147.1355,147.043,146.8695,146.6985,146.5155
2002-06-27T10:30:00+00:00,120.71000000000001,764.6579999999999,854.624,148.1115,147.435,147.3315,147.2265,147.1335,147.05,146.788,146.6045
2002-06-27T11:00:00+00:00,124.2485,745.764,823.1590000000001,148.305,147.7085,147.5135,147.408,147.3145,147.2305,147.0575,146.7835
2002-06-28T07:00:00+00:00,169.2645,0.921,1.6355,143.3735,143.0565,142.965,142.869,142.697,142.628,142.3895,142.2215
2002-06-28T07:30:00+00:00,217.2865,2.0375,3.2005,143.277,142.9655,142.783,142.6875,142.6065,142.538,142.3,142.132
2002-06-28T08:00:00+00:00,313.5635,30.385,43.174499999999995,143.3735,142.9655,142.874,142.778,142.6065,142.538,142.3,142.132
2002-06-28T08:30:00+00:00,363.1815,157.1815,208.51600000000002,143.6635,143.1475,143.056,142.9595,142.7875,142.7185,142.4795,142.311
2002-06-28T09:00:00+00:00,381.4635,240.9995,301.328,143.9535,143.4215,143.329,143.141,143.0595,142.989,142.7485,142.5795
2002-06-28T09:30:00+00:00,401.96000000000004,285.16700000000003,338.7425,144.147,143.604,143.511,143.4135,143.2405,143.1695,142.928,142.7585
2002-06-28T10:00:00+00:00,370.5235,385.0875,440.887,144.437,143.786,143.6925,143.595,143.512,143.35,143.1975,142.9375
2002-06-28T10:30:00+00:00,292.2425,553.028,618.547,144.6305,143.9685,143.8745,143.7765,143.6025,143.5305,143.2875,143.116
2002-06-28T11:00:00+00:00,409.867,382.10799999999995,421.9785,144.727,144.06,143.9655,143.8675,143.7835,143.621,143.467,143.2055
2002-06-29T07:00:00+00:00,245.39100000000002,66.715,121.2105,142.6,142.1445,141.9645,141.87,141.7915,141.7255,141.492,141.327
2002-06-29T07:30:00+00:00,254.72799999999998,8.439,13.495999999999999,142.6,142.2355,142.0555,141.961,141.8825,141.816,141.5815,141.4165
2002-06-29T08:00:00+00:00,232.27,361.2635,516.782,142.89,142.327,142.2375,142.1425,142.0635,141.906,141.761,141.506
2002-06-29T08:30:00+00:00,288.7975,174.9655,238.03650000000002,143.18,142.6915,142.51,142.415,142.335,142.177,142.0305,141.7745
2002-06-29T09:00:00+00:00,222.23450000000003,398.4275,494.76,143.18,142.6915,142.51,142.415,142.335,142.267,142.0305,141.7745
2002-06-29T09:30:00+00:00,256.783,330.85699999999997,396.5505,143.47,142.874,142.783,142.6875,142.516,142.4475,142.21,142.043
2002-06-29T10:00:00+00:00,200.98,589.605,675.0985000000001,143.7605,143.1475,142.965,142.869,142.7875,142.628,142.4795,142.2215
2002-06-29T10:30:00+00:00,249.368,431.611,484.077,143.9535,143.4215,143.238,143.141,143.0595,142.899,142.7485,142.49
2002-06-29T11:00:00+00:00,350.865,384.5,424.5935,144.0505,143.4215,143.329,143.141,143.0595,142.989,142.7485,142.5795
2002-06-30T07:00:00+00:00,98.1455,434.78700000000003,781.2255,143.0835,142.6005,142.51,142.415,142.335,142.177,142.21,142.4005
2002-06-30T07:30:00+00:00,100.40700000000001,514.0515,820.5045,143.7605,143.239,143.056,142.9595,142.878,142.8085,142.569,142.4005
2002-06-30T08:00:00+00:00,104.3905,584.4575,846.0425,144.147,143.604,143.511,143.4135,143.331,143.26,143.018,142.848
2002-06-30T08:30:00+00:00,109.385,645.9955,863.213,144.534,143.9685,143.8745,143.7765,143.693,143.5305,143.377,143.2055
2002-06-30T09:00:00+00:00,123.23750000000001,686.879,860.5419999999999,144.9205,144.3335,144.2385,144.14,143.9645,143.8915,143.6465,143.474
2002-06-30T09:30:00+00:00,137.755,716.6915,854.0785000000001,145.2105,144.607,144.5115,144.412,144.327,144.1625,144.0055,143.7425
2002-06-30T10:00:00+00:00,214.613,639.014,733.7919999999999,145.501,144.881,144.7845,144.6845,144.5985,144.5235,144.2745,144.1
2002-06-30T10:30:00+00:00,216.05599999999998,662.1415,741.1800000000001,145.791,145.2455,145.057,144.957,144.87,144.794,144.544,144.3685
