,ASWDIFD_S,ASWDIR_S,ASWDIRN_S,T: 10.0m,T: 80.0m,T: 100.0m,T: 120.0m,T: 140.0m,T: 160.0m,T: 200.0m,T: 240.0m
2002-08-27T07:00:00+00:00,207.2305,57.849000000000004,132.5125,146.7815,146.522,146.5275,146.54,146.6175,146.6855,146.754,146.8405
2002-08-27T07:30:00+00:00,193.85399999999998,185.2385,376.58950000000004,146.7815,146.522,146.5275,146.6185,146.6175,146.6855,146.754,146.8405
2002-08-27T08:00:00+00:00,215.0655,214.1005,396.7165,146.862,146.522,146.5275,146.54,146.6175,146.6855,146.754,146.8405
2002-08-27T08:30:00+00:00,191.654,315.9605,538.0485,146.862,146.522,146.5275,146.54,146.539,146.5285,146.5975,146.685
2002-08-27T09:00:00+00:00,179.09699999999998,382.3075,614.1095,146.862,146.522,146.4485,146.3825,146.3035,146.3715,146.4415,146.4525
2002-08-27T09:30:00+00:00,164.297,440.0245,673.095,146.862,146.522,146.4485,146.3825,146.3035,146.293,146.363,146.375
2002-08-27T10:00:00+00:00,195.112,419.182,622.6510000000001,146.9425,146.601,146.4485,146.3825,146.382,146.45,146.4415,146.53
2002-08-27T10:30:00+00:00,234.55700000000002,363.909,530.607,146.9425,146.601,146.5275,146.461,146.4605,146.45,146.5195,146.53
2002-08-27T11:00:00+00:00,188.5405,446.301,648.3465,147.0225,146.6805,146.6065,146.54,146.539,146.607,146.676,146.685
2002-08-28T07:00:00+00:00,118.385,1.1735000000000002,2.6055,145.817,145.4915,145.3425,145.2805,145.204,145.116,144.8785,144.7465
2002-08-28T07:30:00+00:00,178.4805,24.939,51.711,145.8975,145.571,145.4215,145.359,145.2825,145.116,144.9565,144.902
2002-08-28T08:00:00+00:00,214.252,16.0105,29.664,145.9775,145.65,145.5005,145.438,145.361,145.273,145.1125,145.057
2002-08-28T08:30:00+00:00,252.31650000000002,23.5505,40.6755,146.058,145.7295,145.5795,145.5165,145.4395,145.351,145.269,145.2895
2002-08-28T09:00:00+00:00,252.3965,15.517499999999998,25.0985,146.1385,145.7295,145.6585,145.5955,145.4395,145.351,145.269,145.212
2002-08-28T09:30:00+00:00,262.543,15.851,24.4135,146.1385,145.7295,145.6585,145.5165,145.4395,145.351,145.191,144.9795
2002-08-28T10:00:00+00:00,281.8615,50.684000000000005,75.3675,146.058,145.7295,145.5795,145.5165,145.4395,145.351,145.1125,144.902
2002-08-28T10:30:00+00:00,212.156,291.53499999999997,427.53549999999996,146.1385,145.7295,145.6585,145.5165,145.4395,145.351,145.191,145.057
2002-08-28T11:00:00+00:00,153.4225,428.062,625.8934999999999,146.219,145.888,145.7375,145.674,145.5965,145.508,145.347,145.4445
2002-08-29T07:00:00+00:00,75.691,304.65049999999997,720.3995,146.621,146.205,146.1325,146.0675,145.911,145.822,145.738,145.5995
2002-08-29T07:30:00+00:00,79.994,363.673,756.8605,146.701,146.3635,146.2115,146.1465,146.068,145.979,145.816,145.677
2002-08-29T08:00:00+00:00,83.41499999999999,417.89750000000004,785.098,146.7815,146.4425,146.3695,146.225,146.1465,146.0575,145.8945,145.7545
2002-08-29T08:30:00+00:00,86.0655,465.8385,806.858,146.9425,146.601,146.4485,146.3825,146.3035,146.136,145.9725,145.7545
2002-08-29T09:00:00+00:00,88.27250000000001,505.74,822.4590000000001,147.0225,146.6805,146.5275,146.461,146.382,146.293,146.0505,145.8325
2002-08-29T09:30:00+00:00,91.355,535.06,830.4110000000001,147.103,146.7595,146.6065,146.54,146.4605,146.3715,146.1285,145.91
2002-08-29T10:00:00+00:00,93.759,555.722,835.5425,147.103,146.7595,146.6855,146.54,146.4605,146.3715,146.207,145.9875
2002-08-29T10:30:00+00:00,92.9575,570.7885,843.2945,147.1835,146.7595,146.6855,146.6185,146.4605,146.3715,146.207,145.9875
2002-08-29T11:00:00+00:00,92.1805,574.7735,846.004,147.1835,146.7595,146.6855,146.6185,146.4605,146.3715,146.207,145.9875
2002-08-30T07:00:00+00:00,176.995,112.7885,268.5625,145.7365,145.4125,145.3425,145.202,145.204,145.1945,145.191,145.212
2002-08-30T07:30:00+00:00,166.68200000000002,195.6735,410.9945,146.058,145.65,145.5795,145.5165,145.361,145.273,145.191,145.1345
2002-08-30T08:00:00+00:00,189.5335,208.59449999999998,393.776,146.299,145.967,145.8955,145.7525,145.675,145.5865,145.4255,145.212
2002-08-30T08:30:00+00:00,192.01100000000002,222.89749999999998,389.4335,146.5405,146.205,146.0535,145.989,145.911,145.7435,145.5815,145.367
2002-08-30T09:00:00+00:00,202.9655,203.665,334.62350000000004,146.701,146.3635,146.2115,146.1465,146.068,145.979,145.738,145.522
2002-08-30T09:30:00+00:00,210.633,124.9315,195.01999999999998,146.7815,146.4425,146.3695,146.225,146.1465,146.0575,145.8945,145.677
2002-08-30T10:00:00+00:00,254.73250000000002,122.328,184.9085,146.9425,146.522,146.4485,146.3825,146.225,146.136,145.9725,145.7545
2002-08-30T10:30:00+00:00,262.05,228.47199999999998,339.67449999999997,147.103,146.7595,146.6065,146.54,146.4605,146.3715,146.1285,145.9875
2002-08-30T11:00:00+00:00,220.022,331.895,491.8275,147.3445,146.9975,146.8435,146.776,146.696,146.607,146.363,146.22
2002-08-31T07:00:00+00:00,80.154,279.767,675.0229999999999,146.621,146.284,146.1325,146.0675,145.9895,145.9005,145.738,145.522
2002-08-31T07:30:00+00:00,91.2125,319.6335,677.6524999999999,146.862,146.522,146.4485,146.3825,146.3035,146.2145,145.9725,145.8325
2002-08-31T08:00:00+00:00,116.3635,336.047,641.8215,147.103,146.839,146.7645,146.6185,146.539,146.45,146.285,146.065
2002-08-31T08:30:00+00:00,122.45349999999999,370.3935,651.255,147.3445,146.9975,146.9225,146.8545,146.7745,146.6855,146.4415,146.2975
2002-08-31T09:00:00+00:00,186.0685,291.7505,482.42550000000006,147.505,147.235,147.1595,147.012,146.932,146.842,146.676,146.4525
2002-08-31T09:30:00+00:00,227.4685,235.6375,370.303,147.5855,147.3145,147.2385,147.1695,147.0105,146.9205,146.754,146.6075
2002-08-31T10:00:00+00:00,236.3445,239.373,365.395,147.5855,147.3145,147.2385,147.0905,147.0105,146.9205,146.754,146.53
2002-08-31T10:30:00+00:00,263.0175,21.287,31.9985,147.5855,147.235,147.1595,147.0905,146.932,146.842,146.676,146.53
2002-08-31T11:00:00+00:00,187.3015,0.743,1.1075,147.3445,146.9975,146.8435,146.776,146.696,146.607,146.4415,146.22
2002-09-01T07:00:00+00:00,75.73150000000001,306.3265,746.7284999999999,143.3405,142.956,142.8575,142.7665,142.5925,142.5025,142.325,142.235
2002-09-01T07:30:00+00:00,80.219,367.3645,785.233,143.672,143.23,143.1255,143.106,142.931,142.841,142.6625,142.4875
2002-09-01T08:00:00+00:00,83.767,423.301,814.717,143.9695,143.595,143.483,143.3605,143.27,143.1795,143.0,142.74
2002-09-01T08:30:00+00:00,86.5755,472.6405,837.2215,144.2585,143.869,143.751,143.6995,143.5245,143.4335,143.2535,143.077
2002-09-01T09:00:00+00:00,88.82650000000001,513.908,853.7284999999999,144.526,144.143,144.019,143.954,143.863,143.772,143.5065,143.3295
2002-09-01T09:30:00+00:00,90.404,546.597,865.966,144.79,144.4165,144.2865,144.2085,144.1175,144.0255,143.8445,143.582
2002-09-01T10:00:00+00:00,91.4355,569.7729999999999,874.2395,145.04,144.6905,144.5545,144.463,144.3715,144.2795,144.0975,143.8345
2002-09-01T10:30:00+00:00,92.0175,582.626,878.461,145.2965,144.9645,144.8225,144.7175,144.6255,144.5335,144.351,144.171
2002-09-01T11:00:00+00:00,92.12950000000001,584.6855,878.5889999999999,145.5255,145.147,145.0905,144.972,144.88,144.7875,144.604,144.3395
2002-09-02T07:00:00+00:00,74.65450000000001,299.2785,737.24,144.4475,144.143,144.108,144.124,144.1175,144.195,144.2665,144.2555
2002-09-02T07:30:00+00:00,79.035,359.9945,776.5975000000001,144.726,144.4165,144.2865,144.2935,144.287,144.364,144.435,144.3395
2002-09-02T08:00:00+00:00,82.4855,415.72249999999997,806.8375,144.9385,144.5995,144.4655,144.3785,144.3715,144.449,144.435,144.4235
2002-09-02T08:30:00+00:00,85.11,464.7885,829.712,145.129,144.782,144.644,144.548,144.541,144.449,144.435,144.4235
2002-09-02T09:00:00+00:00,87.2285,505.9725,846.7415000000001,145.3015,144.9645,144.8225,144.7175,144.7105,144.618,144.5195,144.4235
2002-09-02T09:30:00+00:00,88.781,538.858,859.815,145.4035,145.056,144.912,144.8875,144.795,144.7025,144.604,144.592
2002-09-02T10:00:00+00:00,89.751,561.992,868.386,145.5015,145.147,145.0905,144.972,144.88,144.7875,144.604,144.592
2002-09-02T10:30:00+00:00,90.26599999999999,575.0654999999999,873.2025,145.565,145.2385,145.0905,144.972,144.88,144.7875,144.6885,144.676
2002-09-02T11:00:00+00:00,90.328,578.1965,875.0995,145.64,145.2385,145.18,145.057,144.9645,144.872,144.773,144.7605
2002-09-03T07:00:00+00:00,73.3475,292.23,727.616,144.4495,144.143,144.019,143.954,144.0325,144.0255,144.0975,144.171
2002-09-03T07:30:00+00:00,77.7835,352.095,766.7159999999999,144.5695,144.234,144.108,144.039,144.0325,144.1105,144.182,144.171
2002-09-03T08:00:00+00:00,81.31700000000001,407.34000000000003,797.3095000000001,144.7155,144.3255,144.2865,144.2085,144.202,144.195,144.182,144.2555
2002-09-03T08:30:00+00:00,84.089,456.603,821.5515,144.856,144.508,144.376,144.2935,144.3715,144.364,144.351,144.4235
2002-09-03T09:00:00+00:00,86.33500000000001,497.87,839.4490000000001,144.9535,144.5995,144.5545,144.463,144.4565,144.5335,144.5195,144.508
2002-09-03T09:30:00+00:00,87.9845,530.4639999999999,852.579,145.0835,144.6905,144.644,144.548,144.541,144.618,144.604,144.508
2002-09-03T10:00:00+00:00,89.1075,554.247,862.557,145.188,144.873,144.7335,144.633,144.6255,144.7025,144.6885,144.592
2002-09-03T10:30:00+00:00,89.80199999999999,568.0765,868.796,145.2965,144.9645,144.8225,144.7175,144.7105,144.7875,144.773,144.676
2002-09-03T11:00:00+00:00,90.006,571.4929999999999,871.2885,145.427,145.056,145.0015,144.8875,144.88,144.872,144.773,144.676
2002-09-04T07:00:00+00:00,74.338,280.6865,706.5184999999999,146.596,146.2425,146.1625,146.075,145.9815,145.972,146.039,146.107
2002-09-04T07:30:00+00:00,79.78999999999999,337.682,742.4905,146.6295,146.334,146.2515,146.16,146.066,145.972,145.9545,146.107
2002-09-04T08:00:00+00:00,84.3955,390.368,770.6885,146.6585,146.334,146.2515,146.16,146.066,145.972,145.9545,146.107
2002-09-04T08:30:00+00:00,92.98750000000001,430.516,781.004,146.6785,146.334,146.2515,146.16,146.066,145.972,145.9545,146.107
2002-09-04T09:00:00+00:00,102.662,460.014,781.5665,146.6825,146.334,146.2515,146.16,146.066,145.972,145.9545,146.1915
2002-09-04T09:30:00+00:00,97.0055,502.6925,813.8405,146.668,146.334,146.2515,146.16,146.066,145.972,145.9545,146.107
2002-09-04T10:00:00+00:00,91.59899999999999,534.8455,838.444,146.648,146.334,146.2515,146.16,146.066,145.972,145.9545,146.1915
2002-09-04T10:30:00+00:00,91.4505,548.4304999999999,844.9005,146.625,146.2425,146.1625,146.075,145.9815,145.972,146.039,146.1915
2002-09-04T11:00:00+00:00,91.4915,550.3595,845.3505,146.5905,146.2425,146.1625,146.075,145.9815,146.0565,146.208,146.444
2002-09-05T07:00:00+00:00,175.029,13.383,34.163,146.89,146.699,146.609,146.584,146.5745,146.649,146.63,146.612
2002-09-05T07:30:00+00:00,194.2965,14.1745,31.4215,146.888,146.608,146.609,146.584,146.5745,146.5645,146.63,146.612
2002-09-05T08:00:00+00:00,207.38150000000002,78.16499999999999,153.015,146.873,146.608,146.5195,146.499,146.405,146.395,146.461,146.444
2002-09-05T08:30:00+00:00,245.2525,72.5275,132.66500000000002,146.857,146.608,146.5195,146.4145,146.405,146.395,146.2925,146.2755
