,ASWDIFD_S,ASWDIR_S,ASWDIRN_S,T: 10.0m,T: 80.0m,T: 100.0m,T: 120.0m,T: 140.0m,T: 160.0m,T: 200.0m,T: 240.0m
2002-04-26T07:00:00+00:00,140.8745,0.28850000000000003,0.6174999999999999,140.9865,140.546,140.5375,140.528,140.519,140.592,140.666,140.732
2002-04-26T07:30:00+00:00,196.1565,5.298,10.137,141.065,140.6235,140.5375,140.451,140.4425,140.439,140.4385,140.506
2002-04-26T08:00:00+00:00,220.14,5.497,9.8205,141.065,140.6235,140.5375,140.451,140.3655,140.2865,140.211,140.205
2002-04-26T08:30:00+00:00,119.688,0.007,0.016,140.9085,140.4685,140.3835,140.297,140.212,140.21,140.1355,140.205
2002-04-26T09:00:00+00:00,247.52749999999997,6.6365,9.869,140.9085,140.4685,140.3835,140.22,140.212,140.21,140.211,140.205
2002-04-26T09:30:00+00:00,331.509,20.814,29.916,141.1435,140.701,140.615,140.451,140.3655,140.2865,140.211,140.205
2002-04-26T10:00:00+00:00,310.88300000000004,8.969000000000001,12.501,141.1435,140.701,140.615,140.451,140.3655,140.2865,140.1355,140.0545
2002-04-26T10:30:00+00:00,337.97900000000004,16.4085,22.256,141.3,140.7785,140.692,140.605,140.519,140.3625,140.287,140.28
2002-04-26T11:00:00+00:00,400.387,83.943,113.117,141.535,141.011,140.8465,140.7585,140.6725,140.592,140.4385,140.431
2002-04-27T07:00:00+00:00,44.418000000000006,0.0,0.0,139.733,139.3065,139.2255,139.143,139.0615,138.9105,138.771,138.5485
2002-04-27T07:30:00+00:00,72.8785,0.0,0.0,139.263,138.919,138.7625,138.6815,138.6015,138.5285,138.316,138.097
2002-04-27T08:00:00+00:00,118.5015,0.007,0.008,139.185,138.7645,138.685,138.6045,138.5245,138.3755,138.1645,138.0215
2002-04-27T08:30:00+00:00,142.711,0.034,0.049,139.185,138.7645,138.685,138.6045,138.5245,138.3755,138.24,138.0215
2002-04-27T09:00:00+00:00,158.0475,0.082,0.122,139.263,138.842,138.685,138.6045,138.5245,138.3755,138.24,138.0215
2002-04-27T09:30:00+00:00,239.7995,2.8689999999999998,4.078,139.3415,138.842,138.7625,138.6815,138.5245,138.452,138.24,138.097
2002-04-27T10:00:00+00:00,316.286,15.468,21.2815,139.498,138.9965,138.9165,138.7585,138.678,138.605,138.392,138.1725
2002-04-27T10:30:00+00:00,378.60450000000003,50.7215,68.5475,139.733,139.3065,139.1485,139.066,138.985,138.8345,138.695,138.4735
2002-04-27T11:00:00+00:00,306.5665,19.819,26.5935,140.0465,139.539,139.457,139.297,139.215,139.14,138.9225,138.7745
2002-04-28T07:00:00+00:00,113.3315,327.5855,705.5455,139.1065,138.6095,138.531,138.4505,138.2945,138.223,138.0125,137.871
2002-04-28T07:30:00+00:00,154.0345,328.9855,627.0070000000001,139.263,138.7645,138.685,138.5275,138.448,138.3755,138.1645,137.9465
2002-04-28T08:00:00+00:00,179.1265,351.8655,604.548,139.42,138.842,138.7625,138.6045,138.5245,138.452,138.24,138.0215
2002-04-28T08:30:00+00:00,229.0425,329.411,526.0989999999999,139.498,138.919,138.8395,138.7585,138.6015,138.5285,138.316,138.097
2002-04-28T09:00:00+00:00,322.207,212.95299999999997,318.4665,139.655,139.074,138.994,138.835,138.755,138.6815,138.4675,138.2475
2002-04-28T09:30:00+00:00,368.52099999999996,129.9495,185.287,139.733,139.229,139.071,138.989,138.908,138.758,138.5435,138.398
2002-04-28T10:00:00+00:00,385.4495,82.1935,112.824,139.89,139.3065,139.2255,139.066,138.985,138.9105,138.695,138.4735
2002-04-28T10:30:00+00:00,385.784,112.74549999999999,151.959,140.125,139.539,139.457,139.374,139.215,139.14,138.9225,138.6995
2002-04-28T11:00:00+00:00,332.308,15.1455,20.217,140.2815,139.7715,139.6885,139.5275,139.445,139.369,139.15,138.925
2002-04-29T07:00:00+00:00,163.04450000000003,1.8325,4.029,140.83,140.4685,140.3835,140.297,140.212,140.1335,139.984,139.904
2002-04-29T07:30:00+00:00,123.1705,0.1645,0.325,140.7515,140.391,140.306,140.22,140.1355,140.057,139.908,139.753
2002-04-29T08:00:00+00:00,96.063,0.0,0.0,140.6735,140.3135,140.229,140.143,140.059,139.9805,139.832,139.678
2002-04-29T08:30:00+00:00,100.27850000000001,0.0,0.0,140.595,140.236,140.1515,140.066,139.982,139.904,139.7565,139.6025
2002-04-29T09:00:00+00:00,192.692,2.7655000000000003,4.037,140.595,140.236,140.1515,140.066,139.982,139.904,139.7565,139.678
2002-04-29T09:30:00+00:00,263.5855,7.055,9.902000000000001,140.83,140.391,140.306,140.22,140.1355,139.9805,139.832,139.678
2002-04-29T10:00:00+00:00,303.6205,21.6585,29.494,140.9085,140.391,140.306,140.22,140.1355,140.057,139.832,139.678
2002-04-29T10:30:00+00:00,386.6305,64.92,86.8965,140.83,140.3135,140.1515,140.066,139.982,139.8275,139.6805,139.452
2002-04-29T11:00:00+00:00,376.36850000000004,158.9925,211.101,140.83,140.3135,140.1515,140.066,139.982,139.8275,139.6805,139.452
2002-04-30T07:00:00+00:00,200.939,8.4065,17.358,140.595,140.159,140.0745,139.9895,139.9055,139.7515,139.6045,139.452
2002-04-30T07:30:00+00:00,224.1705,90.1265,167.076,140.6735,140.236,140.1515,139.9895,139.9055,139.8275,139.6805,139.452
2002-04-30T08:00:00+00:00,255.67849999999999,139.489,238.466,140.7515,140.3135,140.1515,140.066,139.982,139.904,139.6805,139.5275
2002-04-30T08:30:00+00:00,299.953,17.143,27.0405,140.7515,140.3135,140.1515,140.066,139.982,139.904,139.6805,139.452
2002-04-30T09:00:00+00:00,332.696,87.141,127.388,140.83,140.3135,140.229,140.143,139.982,139.904,139.7565,139.5275
2002-04-30T09:30:00+00:00,329.929,26.661,37.884,140.9085,140.4685,140.3835,140.22,140.1355,140.057,139.832,139.678
2002-04-30T10:00:00+00:00,330.084,11.9065,16.188499999999998,141.065,140.546,140.4605,140.374,140.289,140.21,139.984,139.8285
2002-04-30T10:30:00+00:00,337.299,12.332,16.432499999999997,141.1435,140.701,140.5375,140.451,140.3655,140.2865,140.0595,139.904
2002-04-30T11:00:00+00:00,374.943,30.915999999999997,40.8495,141.222,140.7785,140.615,140.528,140.4425,140.3625,140.1355,139.979
2002-05-01T07:00:00+00:00,232.9885,104.10849999999999,215.8625,141.492,141.0385,140.956,140.8735,140.7105,140.6285,140.472,140.548
2002-05-01T07:30:00+00:00,268.25800000000004,106.946,200.0985,141.5745,141.12,141.0375,140.955,140.7915,140.7095,140.714,141.0305
2002-05-01T08:00:00+00:00,290.2085,120.06,202.49099999999999,141.7395,141.283,141.119,141.036,140.9535,140.871,140.7945,140.95
2002-05-01T08:30:00+00:00,302.2495,28.624499999999998,45.271499999999996,141.9045,141.446,141.363,141.28,141.197,141.114,140.956,140.8695
2002-05-01T09:00:00+00:00,280.5605,9.5585,13.974,141.9045,141.446,141.363,141.28,141.197,141.033,140.8755,140.7895
2002-05-01T09:30:00+00:00,222.1735,2.212,3.145,141.7395,141.3645,141.2815,141.1175,141.0345,140.952,140.7945,140.6285
2002-05-01T10:00:00+00:00,158.1895,0.11399999999999999,0.158,141.5745,141.2015,141.119,140.955,140.8725,140.7905,140.714,140.548
2002-05-01T10:30:00+00:00,245.44100000000003,2.816,3.723,141.5745,141.2015,141.119,141.036,140.9535,140.871,140.7945,140.6285
2002-05-01T11:00:00+00:00,304.8455,7.0405,9.2765,141.657,141.2015,141.119,141.036,140.9535,140.871,140.714,140.6285
2002-05-02T07:00:00+00:00,136.631,291.4805,606.2685,141.9045,141.446,141.363,141.28,141.116,141.033,140.8755,140.7895
2002-05-02T07:30:00+00:00,231.4685,202.335,374.9115,142.1525,141.691,141.607,141.5235,141.44,141.276,141.117,140.95
2002-05-02T08:00:00+00:00,287.012,158.961,266.7425,142.4,142.017,141.851,141.767,141.6835,141.6,141.359,141.191
2002-05-02T08:30:00+00:00,314.4085,148.3145,229.6695,142.73,142.2615,142.1765,142.011,141.927,141.843,141.601,141.4325
2002-05-02T09:00:00+00:00,285.3485,210.6415,308.497,143.0605,142.5875,142.502,142.417,142.3325,142.1665,142.004,141.754
2002-05-02T09:30:00+00:00,348.7065,109.2855,152.0625,143.308,142.832,142.665,142.5795,142.4945,142.4095,142.1655,141.995
2002-05-02T10:00:00+00:00,307.65700000000004,189.4135,255.082,143.2255,142.669,142.5835,142.4985,142.4135,142.2475,142.085,141.9145
2002-05-02T10:30:00+00:00,339.385,115.28800000000001,152.474,143.143,142.5875,142.502,142.417,142.251,142.1665,142.004,141.754
2002-05-02T11:00:00+00:00,370.9365,68.70599999999999,89.989,143.143,142.5875,142.502,142.417,142.3325,142.1665,142.004,141.834
2002-05-03T07:00:00+00:00,16.1575,0.0,0.0,141.327,140.957,140.956,140.8735,140.8725,140.871,140.7945,140.7895
2002-05-03T07:30:00+00:00,23.3585,0.0,0.0,141.327,141.0385,140.956,140.955,140.9535,140.952,140.8755,140.8695
2002-05-03T08:00:00+00:00,24.0245,0.0,0.0,141.327,141.0385,141.0375,141.1175,141.116,141.114,141.117,141.191
2002-05-03T08:30:00+00:00,35.2245,0.0,0.0,141.4095,141.2015,141.2815,141.28,141.359,141.357,141.44,141.4325
2002-05-03T09:00:00+00:00,53.566500000000005,0.0,0.0,141.5745,141.283,141.2815,141.28,141.359,141.357,141.44,141.5125
2002-05-03T09:30:00+00:00,46.025999999999996,0.0,0.0,141.657,141.283,141.2815,141.28,141.278,141.276,141.359,141.352
2002-05-03T10:00:00+00:00,51.075500000000005,0.0,0.0,141.657,141.3645,141.2815,141.28,141.359,141.357,141.359,141.352
2002-05-03T10:30:00+00:00,65.8235,0.0,0.0,141.7395,141.3645,141.363,141.28,141.278,141.276,141.2785,141.2715
2002-05-03T11:00:00+00:00,138.816,0.0215,0.024,141.822,141.446,141.363,141.361,141.278,141.195,141.198,141.111
2002-05-04T07:00:00+00:00,28.2575,0.0,0.0,141.657,141.3645,141.2815,141.1175,141.0345,140.952,140.7945,140.7895
2002-05-04T07:30:00+00:00,39.445,0.0,0.0,141.657,141.3645,141.2815,141.1985,141.0345,140.952,140.7945,140.709
