,ASWDIFD_S,ASWDIR_S,ASWDIRN_S,T: 10.0m,T: 80.0m,T: 100.0m,T: 120.0m,T: 140.0m,T: 160.0m,T: 200.0m,T: 240.0m
2002-02-24T07:00:00+00:00,20.876,3.8095000000000003,62.8505,137.11,137.099,137.0295,137.03,136.95,136.9425,136.823,136.7095
2002-02-24T07:30:00+00:00,58.6515,7.726,67.7955,137.1865,137.099,137.1055,137.03,137.026,136.9425,136.899,136.7865
2002-02-24T08:00:00+00:00,93.4445,28.857,144.822,137.11,137.0225,137.0295,137.03,136.95,136.9425,136.899,136.864
2002-02-24T08:30:00+00:00,97.42099999999999,106.00049999999999,403.553,137.11,137.0225,137.0295,136.954,136.95,136.9425,136.823,136.7865
2002-02-24T09:00:00+00:00,79.527,211.55450000000002,669.6365000000001,137.494,137.175,137.1055,137.03,137.026,136.9425,136.823,136.7095
2002-02-24T09:30:00+00:00,79.5275,273.9105,748.3785,137.7245,137.4035,137.258,137.1825,137.102,137.0185,136.823,136.7095
2002-02-24T10:00:00+00:00,82.51,284.172,696.621,138.032,137.556,137.4865,137.4105,137.254,137.1705,136.975,136.7865
2002-02-24T10:30:00+00:00,100.40350000000001,329.304,747.2239999999999,138.3395,137.861,137.791,137.639,137.5585,137.4745,137.2795,137.0955
2002-02-24T11:00:00+00:00,120.285,305.126,658.4615,138.4165,137.937,137.867,137.715,137.6345,137.5505,137.3555,137.1725
2002-02-25T07:00:00+00:00,1.988,0.0,0.0,140.261,140.1475,140.075,139.9975,139.991,139.905,139.7905,139.7205
2002-02-25T07:30:00+00:00,4.9704999999999995,0.0,0.0,140.3375,140.2235,140.1515,140.0735,139.991,139.981,139.8665,139.7975
2002-02-25T08:00:00+00:00,11.929,0.0,0.0,140.4145,140.3,140.2275,140.1495,140.067,140.057,139.943,139.7975
2002-02-25T08:30:00+00:00,23.8585,0.0,0.0,140.4915,140.3,140.2275,140.1495,140.143,140.057,139.943,139.875
2002-02-25T09:00:00+00:00,39.764,0.0,0.0,140.568,140.3,140.2275,140.226,140.143,140.057,139.943,139.875
2002-02-25T09:30:00+00:00,49.704499999999996,0.0,0.0,140.568,140.376,140.3035,140.226,140.143,140.057,139.943,139.7975
2002-02-25T10:00:00+00:00,120.285,1.265,2.9685,140.722,140.452,140.3795,140.302,140.219,140.1325,140.019,139.875
2002-02-25T10:30:00+00:00,180.925,4.7675,10.719,141.106,140.757,140.684,140.606,140.523,140.4365,140.3235,140.1835
2002-02-25T11:00:00+00:00,100.40350000000001,0.3025,0.6505,141.26,140.9095,140.8365,140.7585,140.675,140.5885,140.3995,140.261
2002-02-26T07:00:00+00:00,2.982,0.0,0.0,141.5675,141.367,141.2935,141.215,141.1315,141.044,140.856,140.724
2002-02-26T07:30:00+00:00,3.976,0.0,0.0,141.644,141.443,141.3695,141.291,141.2075,141.12,140.932,140.801
2002-02-26T08:00:00+00:00,11.929,0.0,0.0,141.721,141.519,141.4455,141.367,141.2835,141.272,141.084,140.9555
2002-02-26T08:30:00+00:00,17.8935,0.0,0.0,141.721,141.519,141.4455,141.367,141.2835,141.196,141.008,140.8785
