,ASWDIFD_S,ASWDIR_S,ASWDIRN_S,T: 10.0m,T: 80.0m,T: 100.0m,T: 120.0m,T: 140.0m,T: 160.0m,T: 200.0m,T: 240.0m
2002-10-27T07:00:00+00:00,6.8675,0.0,0.0,142.405,142.2405,142.133,142.081,142.0295,141.9685,141.839,141.769
2002-10-27T07:30:00+00:00,10.2925,0.0,0.0,142.498,142.318,142.2095,142.158,142.1065,142.0455,141.9155,141.769
2002-10-27T08:00:00+00:00,14.213000000000001,0.0,0.0,142.5915,142.318,142.2865,142.2345,142.1065,142.0455,141.9155,141.846
2002-10-27T08:30:00+00:00,10.234,0.0,0.0,142.6845,142.473,142.44,142.3885,142.26,142.199,142.069,141.9225
2002-10-27T09:00:00+00:00,14.478,0.0,0.0,142.6845,142.473,142.3635,142.3115,142.26,142.199,142.069,141.9225
2002-10-27T09:30:00+00:00,8.836500000000001,0.0,0.0,142.6845,142.473,142.44,142.3115,142.26,142.199,142.069,141.9225
2002-10-27T10:00:00+00:00,10.2635,0.0,0.0,142.9645,142.7055,142.6705,142.6185,142.4905,142.4295,142.299,142.1525
2002-10-27T10:30:00+00:00,9.5455,0.0,0.0,142.9645,142.7835,142.6705,142.6185,142.5675,142.4295,142.299,142.1525
2002-10-27T11:00:00+00:00,28.775,0.0,0.0,143.058,142.7835,142.7475,142.6185,142.5675,142.5065,142.299,142.1525
2002-10-28T07:00:00+00:00,36.944,18.8035,202.615,138.021,138.052,138.139,138.2415,138.3425,138.436,138.5415,138.627
2002-10-28T07:30:00+00:00,67.457,45.4745,263.729,138.021,138.1295,138.3695,138.5485,138.6495,138.743,138.848,138.9335
2002-10-28T08:00:00+00:00,64.3215,134.0245,571.3810000000001,138.301,138.2845,138.446,138.5485,138.7265,138.82,138.925,139.0105
2002-10-28T08:30:00+00:00,70.0555,196.5965,668.8235,138.767,138.362,138.3695,138.395,138.419,138.5125,138.6945,138.7805
2002-10-28T09:00:00+00:00,75.08449999999999,252.36450000000002,728.206,139.047,138.6725,138.523,138.4715,138.419,138.436,138.4645,138.5505
2002-10-28T09:30:00+00:00,75.64699999999999,305.59900000000005,783.561,139.42,138.9825,138.83,138.779,138.6495,138.5125,138.5415,138.627
2002-10-28T10:00:00+00:00,78.275,344.198,811.693,139.793,139.293,139.214,139.086,139.034,138.8965,138.7715,138.7805
2002-10-28T10:30:00+00:00,80.21799999999999,371.244,828.7415000000001,140.073,139.603,139.5215,139.393,139.341,139.204,139.078,138.9335
2002-10-28T11:00:00+00:00,81.2845,386.1575,837.0725,140.446,139.991,139.8285,139.777,139.6485,139.511,139.385,139.1635
2002-10-29T07:00:00+00:00,26.8905,0.0,0.0,138.4875,138.75,138.907,139.009,139.1875,139.2805,139.5385,139.7
2002-10-29T07:30:00+00:00,61.4505,0.067,0.372,138.674,138.8275,138.984,139.163,139.264,139.434,139.6915,139.8535
2002-10-29T08:00:00+00:00,97.5925,1.028,4.2955,138.8605,138.8275,138.984,139.163,139.341,139.434,139.6915,139.93
2002-10-29T08:30:00+00:00,146.4245,16.2035,54.571999999999996,139.14,138.8275,138.907,139.086,139.1875,139.3575,139.615,139.8535
2002-10-29T09:00:00+00:00,181.488,18.752000000000002,54.825,139.42,139.0605,138.984,139.009,139.1875,139.2805,139.5385,139.7765
2002-10-29T09:30:00+00:00,205.465,45.1305,115.6465,139.7,139.293,139.214,139.163,139.264,139.3575,139.615,139.8535
2002-10-29T10:00:00+00:00,214.8725,103.74600000000001,248.1995,139.9795,139.5255,139.4445,139.393,139.4945,139.511,139.6915,139.7765
2002-10-29T10:30:00+00:00,225.82,104.6345,236.7595,140.2595,139.836,139.752,139.7005,139.6485,139.588,139.5385,139.547
2002-10-29T11:00:00+00:00,248.5335,65.4295,143.24849999999998,140.5395,140.146,139.9825,139.931,139.802,139.7415,139.615,139.7
2002-10-30T07:00:00+00:00,19.616,0.298,4.5095,141.2855,141.1545,141.211,141.1595,141.1845,141.2005,141.302,141.386
2002-10-30T07:30:00+00:00,33.1365,0.0,0.008,141.379,141.1545,141.211,141.2365,141.2615,141.2775,141.302,141.3095
2002-10-30T08:00:00+00:00,30.559,0.0,0.0,141.379,141.1545,141.211,141.2365,141.2615,141.2775,141.302,141.386
2002-10-30T08:30:00+00:00,71.8225,0.391,1.2895,141.472,141.232,141.211,141.2365,141.2615,141.2775,141.302,141.3095
2002-10-30T09:00:00+00:00,80.88550000000001,0.3135,0.997,141.5655,141.3095,141.211,141.2365,141.1845,141.2775,141.2255,141.156
2002-10-30T09:30:00+00:00,84.441,0.0,0.0,141.752,141.387,141.288,141.2365,141.2615,141.2775,141.2255,141.156
2002-10-30T10:00:00+00:00,71.017,0.0,0.0,141.845,141.4645,141.365,141.313,141.2615,141.2775,141.2255,141.2325
2002-10-30T10:30:00+00:00,67.2345,0.005,0.008,141.752,141.387,141.365,141.2365,141.2615,141.2775,141.2255,141.3095
2002-10-30T11:00:00+00:00,86.8845,0.144,0.3245,141.752,141.387,141.365,141.313,141.3385,141.354,141.379,141.386
2002-10-31T07:00:00+00:00,17.731,0.0,0.016,141.9385,142.0075,141.979,142.0045,142.0295,142.0455,142.069,142.0755
2002-10-31T07:30:00+00:00,42.699,1.6444999999999999,10.6645,141.9385,142.0075,141.979,142.0045,142.0295,142.0455,142.069,141.999
2002-10-31T08:00:00+00:00,72.931,1.4024999999999999,6.297499999999999,141.9385,141.93,141.979,142.0045,142.0295,141.9685,141.9925,141.999
2002-10-31T08:30:00+00:00,77.45599999999999,0.2825,1.06,142.032,141.93,141.9025,141.9275,141.953,141.9685,141.9155,141.9225
2002-10-31T09:00:00+00:00,97.5845,1.069,3.117,142.125,141.93,141.9025,141.9275,141.876,141.892,141.9155,141.846
2002-10-31T09:30:00+00:00,142.29399999999998,5.021,13.528500000000001,142.3115,141.93,141.979,141.9275,141.953,141.9685,141.9925,141.999
2002-10-31T10:00:00+00:00,139.07850000000002,4.3065,10.285,142.405,142.085,141.979,142.0045,141.953,141.9685,141.9925,141.999
2002-10-31T10:30:00+00:00,177.231,63.641,146.5555,142.5915,142.2405,142.133,142.0045,142.0295,141.9685,141.9925,141.999
2002-10-31T11:00:00+00:00,171.87099999999998,118.07849999999999,265.1295,142.778,142.3955,142.2865,142.2345,142.1065,142.0455,141.9925,141.999
2002-11-01T07:00:00+00:00,11.772,0.0,0.0,142.0035,142.2705,142.3475,142.4005,142.502,142.49,142.5315,142.5205
2002-11-01T07:30:00+00:00,33.7465,0.0,0.0395,142.028,142.228,142.2925,142.4005,142.415,142.411,142.4525,142.4405
2002-11-01T08:00:00+00:00,58.075,0.0,0.612,142.0985,142.2275,142.2795,142.303,142.3275,142.411,142.374,142.3605
2002-11-01T08:30:00+00:00,71.4165,0.0,0.095,142.2355,142.2095,142.244,142.303,142.3275,142.332,142.295,142.2805
