,ASWDIFD_S,ASWDIR_S,ASWDIRN_S,T: 10.0m,T: 80.0m,T: 100.0m,T: 120.0m,T: 140.0m,T: 160.0m,T: 200.0m,T: 240.0m
2002-09-26T07:00:00+00:00,131.047,2.6254999999999997,7.984,140.6275,140.217,140.178,140.1365,140.1355,140.2175,140.2145,140.1305
2002-09-26T07:30:00+00:00,162.445,4.447,10.8385,140.877,140.491,140.357,140.3065,140.22,140.2175,140.2145,140.1305
2002-09-26T08:00:00+00:00,166.289,0.7265,1.568,141.102,140.6735,140.625,140.476,140.3895,140.3025,140.2145,140.1305
2002-09-26T08:30:00+00:00,208.6935,5.2204999999999995,10.001999999999999,141.275,140.856,140.8035,140.6455,140.559,140.4715,140.299,140.1305
2002-09-26T09:00:00+00:00,239.07999999999998,8.501000000000001,15.2445,141.4725,141.0385,140.982,140.8155,140.7285,140.641,140.4675,140.299
2002-09-26T09:30:00+00:00,253.4715,7.1675,12.197,141.7305,141.3125,141.25,141.07,140.9825,140.8945,140.721,140.5515
2002-09-26T10:00:00+00:00,290.046,15.514,25.4075,141.957,141.495,141.4285,141.3245,141.237,141.1485,140.89,140.72
2002-09-26T10:30:00+00:00,315.0875,60.0375,96.773,142.189,141.769,141.6075,141.579,141.406,141.318,141.143,140.9725
2002-09-26T11:00:00+00:00,323.79650000000004,105.3295,170.141,142.4815,142.043,141.875,141.8335,141.6605,141.5715,141.3965,141.225
2002-09-27T07:00:00+00:00,79.132,0.012,0.032,141.0875,140.765,140.625,140.561,140.4745,140.387,140.299,140.215
2002-09-27T07:30:00+00:00,68.2675,0.0,0.0,141.198,140.856,140.714,140.6455,140.559,140.4715,140.299,140.1305
2002-09-27T08:00:00+00:00,41.996,0.0,0.0,141.119,140.765,140.625,140.561,140.4745,140.387,140.2145,140.0465
2002-09-27T08:30:00+00:00,70.78450000000001,0.0,0.0,140.9095,140.491,140.446,140.3065,140.22,140.133,139.961,139.794
2002-09-27T09:00:00+00:00,175.27949999999998,1.9825,3.5460000000000003,141.0565,140.6735,140.5355,140.391,140.305,140.2175,140.0455,139.878
2002-09-27T09:30:00+00:00,234.572,8.1975,14.0305,141.131,140.6735,140.5355,140.476,140.3895,140.2175,140.0455,139.878
2002-09-27T10:00:00+00:00,216.663,2.9885,4.961,141.006,140.491,140.446,140.3065,140.22,140.133,139.877,139.71
2002-09-27T10:30:00+00:00,113.939,0.03,0.048,140.677,140.217,140.089,139.967,139.881,139.7945,139.6235,139.373
2002-09-27T11:00:00+00:00,96.357,0.0,0.0,140.4445,140.0345,139.9105,139.7975,139.712,139.6255,139.3705,139.205
2002-09-28T07:00:00+00:00,135.897,105.455,314.91499999999996,139.676,139.2125,139.1065,139.034,138.9495,138.779,138.6105,138.447
2002-09-28T07:30:00+00:00,150.9785,168.67149999999998,420.991,139.911,139.3955,139.3745,139.2035,139.1185,139.033,138.864,138.6155
2002-09-28T08:00:00+00:00,146.685,249.9565,544.6510000000001,140.127,139.669,139.553,139.373,139.288,139.202,139.0325,138.784
2002-09-28T08:30:00+00:00,125.90650000000001,341.748,672.5725,140.315,139.7605,139.6425,139.543,139.4575,139.3715,139.2015,138.9525
2002-09-28T09:00:00+00:00,118.749,398.125,726.595,140.604,140.0345,139.9995,139.882,139.712,139.6255,139.4545,139.289
2002-09-28T09:30:00+00:00,141.89600000000002,398.69,688.8375,140.928,140.3995,140.2675,140.1365,140.0505,139.964,139.7925,139.5415
2002-09-28T10:00:00+00:00,112.2755,438.6,731.781,141.139,140.582,140.446,140.391,140.305,140.133,139.961,139.794
2002-09-28T10:30:00+00:00,139.364,385.486,632.9495,141.333,140.765,140.714,140.561,140.4745,140.387,140.13,139.9625
2002-09-28T11:00:00+00:00,125.2885,397.69,653.935,141.498,140.9475,140.8925,140.7305,140.6435,140.556,140.299,140.1305
2002-09-29T07:00:00+00:00,140.405,66.717,201.482,139.675,139.4865,139.553,139.6275,139.627,139.71,139.7925,139.878
2002-09-29T07:30:00+00:00,166.279,107.4785,270.9985,140.079,139.7605,139.7315,139.7125,139.7965,139.879,139.961,139.9625
2002-09-29T08:00:00+00:00,183.6825,130.3985,289.057,140.4915,140.0345,139.9995,139.882,139.966,139.964,140.0455,140.1305
2002-09-29T08:30:00+00:00,216.60649999999998,55.69800000000001,112.0015,140.808,140.3995,140.2675,140.2215,140.1355,140.133,140.13,140.1305
