,ASWDIFD_S,ASWDIR_S,ASWDIRN_S,T: 10.0m,T: 80.0m,T: 100.0m,T: 120.0m,T: 140.0m,T: 160.0m,T: 200.0m,T: 240.0m
2002-05-27T07:00:00+00:00,284.9315,57.384,98.338,143.9685,143.484,143.3975,143.311,143.2245,143.138,142.891,142.7185
2002-05-27T07:30:00+00:00,306.5675,125.73499999999999,195.702,144.216,143.7285,143.6415,143.5545,143.4675,143.381,143.133,142.9595
2002-05-27T08:00:00+00:00,343.449,74.588,107.04400000000001,144.381,143.9735,143.804,143.717,143.63,143.543,143.375,143.12
2002-05-27T08:30:00+00:00,333.7425,32.977000000000004,44.590500000000006,144.546,144.1365,144.0485,143.9605,143.792,143.705,143.536,143.3615
2002-05-27T09:00:00+00:00,299.6405,15.8235,20.137,144.4635,144.055,143.967,143.798,143.711,143.624,143.4555,143.281
2002-05-27T09:30:00+00:00,322.621,11.1225,13.5145,144.2985,143.8105,143.723,143.6355,143.549,143.462,143.2135,143.04
2002-05-27T10:00:00+00:00,402.9845,49.269999999999996,58.5085,144.4635,143.9735,143.8855,143.798,143.711,143.624,143.375,143.2005
2002-05-27T10:30:00+00:00,395.189,44.078,51.411,144.7115,144.218,144.1295,144.042,143.9545,143.786,143.6165,143.4415
2002-05-27T11:00:00+00:00,370.174,27.2805,31.6785,144.629,144.1365,144.0485,143.9605,143.873,143.786,143.536,143.3615
2002-05-28T07:00:00+00:00,24.011000000000003,0.0,0.0,144.051,143.8105,143.723,143.717,143.63,143.624,143.536,143.4415
2002-05-28T07:30:00+00:00,19.6475,0.0,0.0,144.1335,143.892,143.804,143.717,143.711,143.624,143.536,143.4415
2002-05-28T08:00:00+00:00,15.492,0.0,0.0,144.1335,143.892,143.804,143.717,143.711,143.624,143.536,143.4415
2002-05-28T08:30:00+00:00,20.1235,0.0,0.0,144.1335,143.8105,143.804,143.717,143.711,143.624,143.536,143.522
2002-05-28T09:00:00+00:00,45.6935,0.0,0.0,144.1335,143.8105,143.804,143.717,143.711,143.624,143.536,143.522
2002-05-28T09:30:00+00:00,77.702,0.0,0.0,144.2985,143.9735,143.8855,143.798,143.711,143.705,143.6165,143.522
2002-05-28T10:00:00+00:00,62.399,0.0,0.0,144.381,144.055,143.967,143.8795,143.792,143.705,143.6165,143.522
2002-05-28T10:30:00+00:00,75.536,0.0,0.0,144.4635,144.1365,144.0485,143.9605,143.873,143.786,143.6975,143.6025
2002-05-28T11:00:00+00:00,89.6195,0.0,0.0,144.546,144.218,144.1295,144.042,144.0355,143.948,143.778,143.683
2002-05-29T07:00:00+00:00,166.4995,329.94050000000004,564.704,144.051,143.647,143.4785,143.392,143.3055,143.219,143.0525,142.7985
2002-05-29T07:30:00+00:00,144.50400000000002,428.2955,662.915,144.381,143.892,143.804,143.717,143.63,143.543,143.294,143.12
2002-05-29T08:00:00+00:00,141.08550000000002,477.032,680.454,144.629,144.1365,143.967,143.8795,143.792,143.705,143.4555,143.281
2002-05-29T08:30:00+00:00,154.6735,499.057,665.49,144.794,144.2995,144.211,144.123,144.0355,143.867,143.6975,143.522
2002-05-29T09:00:00+00:00,206.844,484.84749999999997,613.0095,145.0415,144.544,144.4555,144.367,144.2785,144.11,143.9395,143.763
2002-05-29T09:30:00+00:00,243.97949999999997,417.336,507.336,145.289,144.7885,144.6995,144.6105,144.522,144.3525,144.181,144.0045
2002-05-29T10:00:00+00:00,208.612,489.3565,578.313,145.4545,145.033,144.862,144.773,144.684,144.5955,144.423,144.165
2002-05-29T10:30:00+00:00,302.35400000000004,311.6635,362.712,145.702,145.196,145.1065,145.017,144.9275,144.7575,144.5845,144.406
2002-05-29T11:00:00+00:00,333.9905,36.867000000000004,42.6815,145.6195,145.2775,145.1875,145.098,145.0085,144.9195,144.665,144.4865
