,ASWDIFD_S,ASWDIR_S,ASWDIRN_S,T: 10.0m,T: 80.0m,T: 100.0m,T: 120.0m,T: 140.0m,T: 160.0m,T: 200.0m,T: 240.0m
2002-03-27T07:00:00+00:00,72.278,201.4085,658.02,136.2625,135.9875,135.8485,135.8555,135.7815,135.7075,135.555,135.5585
2002-03-27T07:30:00+00:00,80.994,278.695,732.383,136.3455,135.9875,135.9285,135.8555,135.7815,135.7075,135.6345,135.5585
2002-03-27T08:00:00+00:00,89.22200000000001,348.025,775.421,136.5945,136.149,136.0085,135.9355,135.8615,135.787,135.6345,135.479
2002-03-27T08:30:00+00:00,93.426,420.7975,824.1305,136.9265,136.472,136.329,136.2555,136.1815,136.027,135.8735,135.638
2002-03-27T09:00:00+00:00,97.8305,480.966,852.174,137.1755,136.714,136.649,136.4955,136.421,136.3465,136.113,135.9565
2002-03-27T09:30:00+00:00,113.80799999999999,506.778,833.3215,137.5075,137.037,136.889,136.8155,136.661,136.586,136.352,136.1955
2002-03-27T10:00:00+00:00,121.821,546.655,850.1295,137.8395,137.2795,137.2095,137.0555,136.981,136.9055,136.671,136.434
2002-03-27T10:30:00+00:00,137.666,536.3085000000001,803.539,138.255,137.683,137.5295,137.4555,137.3005,137.225,136.99,136.832
2002-03-27T11:00:00+00:00,132.1875,564.9765,830.1975,138.587,138.006,137.8495,137.7755,137.7005,137.5445,137.3885,137.1505
2002-03-28T07:00:00+00:00,72.43950000000001,212.683,681.851,136.4285,136.2295,136.249,136.3355,136.341,136.426,136.5115,136.673
2002-03-28T07:30:00+00:00,80.906,291.4365,754.3924999999999,136.5115,136.3105,136.329,136.3355,136.421,136.506,136.671,136.7525
2002-03-28T08:00:00+00:00,87.41550000000001,367.496,807.9159999999999,136.9265,136.5525,136.489,136.4155,136.501,136.586,136.7505,136.9115
2002-03-28T08:30:00+00:00,92.435,438.4365,849.0745,137.3415,136.9565,136.809,136.7355,136.741,136.7455,136.91,137.071
2002-03-28T09:00:00+00:00,96.473,500.563,878.6185,137.7565,137.2795,137.2095,137.1355,136.981,136.9055,136.91,137.071
2002-03-28T09:30:00+00:00,99.457,551.924,898.9135,138.338,137.8445,137.6895,137.6155,137.5405,137.385,137.229,136.991
2002-03-28T10:00:00+00:00,101.527,591.777,912.6305,138.836,138.329,138.17,138.0955,137.94,137.864,137.7075,137.469
