Data,Score,Is_outlier?
"(222.98450000000003, 33.82, 72.36699999999998, 140.1005)",0.7290799679905192,0
"(179.03900000000002, 239.908, 471.5455, 140.1005)",0.6331121220547894,0
"(207.5185, 248.6515, 456.327, 140.1005)",0.6016362396191264,0
"(219.66099999999997, 272.2835, 471.1285, 140.1005)",0.5897980670319822,1
"(164.3905, 396.891, 662.99, 140.1005)",0.6508708912929676,0
"(81.82849999999998, 84.5625, 376.98, 139.9455)",0.6345299917157153,0
"(95.6475, 139.496, 480.12750000000005, 139.9455)",0.6858623634477481,0
"(105.57600000000001, 198.4255, 559.7035000000002, 140.023)",0.7260445824636282,0
"(108.5175, 264.0835, 639.5405000000002, 140.1005)",0.6832753135896439,0
"(152.12900000000005, 232.80900000000003, 502.6695, 140.178)",0.6977152691414429,0
"(212.8825, 164.5655, 321.613, 140.333)",0.5732455088031796,1
"(198.9325, 269.3155, 487.459, 140.333)",0.5801033609813087,1
"(233.444, 216.3225, 373.13, 140.333)",0.5266109968374245,1
"(277.867, 133.197, 220.2475, 140.4105)",0.42662639729204044,1
"(37.1255, 0.0, 0.0, 140.023)",0.9191595052907737,0
"(56.4275, 0.0, 0.0, 140.023)",0.9554940573931502,0
"(74.59649999999998, 0.0, 0.0, 140.023)",0.9819038450460822,0
"(104.16799999999999, 0.0605, 0.1555, 140.023)",0.9607565183952097,0
"(117.3305, 0.222, 0.458, 139.9455)",0.9569853517903006,0
"(133.9005, 0.2015, 0.3845, 140.023)",0.963023735163677,0
"(160.56, 0.7989999999999999, 1.4225, 140.023)",0.9341105983107225,0
"(162.8275, 0.8865000000000001, 1.5125000000000002, 140.023)",0.941947048880262,0
"(151.0965, 0.2755, 0.4495, 139.9455)",0.930220480464186,0
"(62.532, 129.9395, 550.6065000000001, 140.5655)",0.7244269757825758,0
"(70.957, 193.6375, 639.7284999999998, 140.488)",0.7233951161842167,0
"(78.487, 257.0325, 702.3119999999999, 140.488)",0.6964551328651793,0
"(84.60900000000002, 319.447, 752.39, 140.488)",0.6914386731730723,0
"(104.4365, 354.67699999999996, 743.4810000000001, 140.488)",0.707722867743177,0
"(116.4415, 394.1045, 752.578, 140.488)",0.6378600363417899,0
"(111.3875, 450.3605, 800.5965, 140.488)",0.7168182782191406,0
"(103.6965, 498.7665, 841.0055, 140.488)",0.6494079406094085,0
"(102.718, 524.581, 853.053, 140.488)",0.6104466378800824,0
"(12.040999999999999, 0.0, 0.0, 141.2635)",0.5933448178877796,1
"(34.3505, 0.0, 0.0, 141.186)",0.5933448178877796,1
"(46.595, 0.0, 0.0, 141.2635)",0.6733054422725355,0
"(47.74, 0.0, 0.0, 141.2635)",0.7123716776824638,0
"(95.60600000000001, 0.027000000000000003, 0.057, 141.186)",0.7346474195246316,0
"(123.39299999999999, 0.04, 0.08199999999999999, 141.186)",0.7044397918978547,0
"(198.0615, 15.674000000000001, 27.0375, 141.341)",0.5845892957621914,1
"(273.374, 121.5655, 203.3285, 141.4185)",0.3039619243008294,1
"(258.624, 10.698, 17.344, 141.651)",0.5481674584093053,1
"(63.8455, 59.88800000000001, 339.8505, 139.501)",0.5936433137589407,1
"(98.234, 3.605, 16.213, 139.338)",0.9112210454318157,0
"(143.191, 24.1855, 75.07300000000001, 139.4195)",0.7740547861075311,0
"(158.8485, 23.665, 63.32599999999999, 139.582)",0.7990912321160396,0
"(133.79149999999998, 19.908, 48.422, 139.8265)",0.8343160206874387,0
"(210.053, 64.04400000000001, 132.9845, 139.6635)",0.6704324787993317,0
"(215.295, 203.5045, 396.3785, 139.745)",0.5896826342717264,1
"(201.09, 289.405, 532.12, 139.745)",0.6627116037597505,0
"(227.405, 274.2695, 484.1235, 139.745)",0.5827784008353958,1
"(44.957, 0.0, 0.0, 139.745)",0.9101766418302912,0
"(47.146, 0.0, 0.0, 139.582)",0.8935928939032677,0
"(51.967, 0.0, 0.0, 139.501)",0.925196442746028,0
"(54.167, 0.0, 0.0, 139.338)",0.9372196599931237,0
"(60.6565, 0.0, 0.0, 139.013)",0.9317240186977359,0
"(45.583, 0.0, 0.0, 139.4195)",0.8861302073360997,0
"(39.3675, 0.0, 0.0, 139.745)",0.9101766418302912,0
"(32.4045, 0.0, 0.0, 139.8265)",0.8249644972686485,0
"(48.662, 0.0, 0.0, 139.8265)",0.9439913570633327,0
"(60.225, 1.101, 6.54, 139.257)",0.916073334361887,0
"(77.24000000000002, 0.0785, 0.28350000000000003, 139.257)",0.9592428300443396,0
"(114.3655, 2.7525, 8.673, 139.1755)",0.9159455771024582,0
"(120.5025, 0.2905, 0.7665000000000001, 139.1755)",0.9430058886067133,0
"(134.123, 0.2175, 0.5, 139.1755)",0.9424322481542725,0
"(132.702, 0.13899999999999998, 0.3, 139.094)",0.9454726019409014,0
"(167.70100000000005, 0.7559999999999999, 1.4245, 139.094)",0.9243959156574866,0
"(178.81650000000005, 0.6955, 1.258, 139.013)",0.9174562957986857,0
"(161.154, 0.1875, 0.325, 139.013)",0.9153611356470004,0
"(54.3305, 107.254, 535.7365, 138.6875)",0.7099147867184137,0
"(63.7985, 168.0255, 628.5305, 138.6875)",0.7230652876446148,0
"(70.95100000000001, 230.0975, 695.039, 138.769)",0.6951672510884521,0
"(77.3615, 290.9175, 745.6435, 138.769)",0.707724703785297,0
"(82.1765, 346.6195, 781.418, 138.769)",0.7516001135401292,0
"(86.2505, 396.9735, 809.561, 138.769)",0.6564501261710887,0
"(89.47149999999998, 439.391, 829.5145, 138.769)",0.6832660270908879,0
"(92.0665, 472.6685, 842.678, 138.769)",0.7361767915070884,0
"(94.029, 497.1135, 851.9839999999998, 138.769)",0.6973513176416936,0
"(64.1355, 0.2965, 1.2830000000000001, 138.5245)",0.9399742414237992,0
"(66.7825, 2.057, 7.9315, 138.606)",0.9246572371420884,0
"(41.7675, 0.0, 0.0, 138.606)",0.8890323632233321,0
"(44.0515, 0.0, 0.0, 138.769)",0.887373988430629,0
"(69.4615, 0.0, 0.0, 138.769)",0.9414135046730702,0
"(101.2135, 0.127, 0.25, 138.6875)",0.9276240993329233,0
"(121.5185, 0.0665, 0.1165, 138.5245)",0.9382935585806158,0
"(170.238, 3.7510000000000003, 6.515, 138.769)",0.8970325033035845,0
"(282.509, 29.835, 50.4295, 139.013)",0.5656287732173289,1
"(91.515, 4.8660000000000005, 24.2605, 138.596)",0.9100000267599734,0
"(111.7275, 7.196000000000001, 24.982, 138.17)",0.7618014658216448,0
"(147.515, 18.1505, 53.8665, 138.0845)",0.6862190234005227,0
"(125.249, 1.8245, 4.4765, 138.3405)",0.8560131064307834,0
"(178.5615, 15.014000000000001, 32.3775, 138.596)",0.8317920991486509,0
"(225.635, 122.7835, 241.17700000000002, 138.6815)",0.5771817853232177,1
"(125.569, 386.1045, 713.2255, 138.6815)",0.6020807313186477,0
"(134.108, 437.4745, 764.8865000000002, 138.6815)",0.6855215058948515,0
"(150.305, 436.42900000000003, 733.6320000000002, 138.7665)",0.6299495453924441,0
"(66.58, 105.4325, 484.166, 139.3635)",0.6807396855319945,0
"(73.0655, 166.718, 578.3870000000002, 139.44899999999998)",0.7435074828598174,0
"(88.4475, 229.111, 658.2189999999999, 139.44899999999998)",0.7409007323942132,0
"(158.089, 179.3195, 444.04100000000005, 139.534)",0.6347355133102067,0
"(211.498, 131.039, 280.27750000000003, 139.6195)",0.5845907245406746,1
"(113.044, 373.298, 735.0915, 139.7045)",0.6413149838265927,0
"(116.891, 393.8475, 719.3745, 139.875)",0.6613536792384269,0
"(94.9575, 487.3, 843.1605, 139.875)",0.7327299798860298,0
"(100.24700000000001, 492.603, 820.8845, 139.9605)",0.6655770948382661,0
"(108.1765, 29.7685, 131.329, 139.19299999999998)",0.7249885901093371,0
"(139.3015, 60.0215, 204.446, 139.2785)",0.6310676908135067,0
"(163.657, 95.9675, 269.742, 139.3635)",0.6068275003309189,0
"(186.46599999999998, 121.403, 293.092, 139.534)",0.5968252907057711,1
"(208.6055, 141.4535, 303.062, 139.6195)",0.5691587410246502,1
"(236.874, 148.05450000000005, 288.6645, 139.6195)",0.5052050073725621,1
"(258.59, 147.3105, 265.9865, 139.6195)",0.5082601332339034,1
"(261.54900000000004, 199.739, 342.22799999999995, 139.534)",0.48398256618708735,1
"(251.6515, 256.33050000000003, 422.94500000000005, 139.534)",0.4881888869683373,1
"(44.145, 0.0, 0.0, 139.0225)",0.8953894665953595,0
"(54.2605, 0.0, 0.0, 139.0225)",0.9344557020052877,0
"(88.417, 0.0135, 0.033, 139.0225)",0.9662681820307475,0
"(153.5235, 1.8245, 4.2139999999999995, 139.108)",0.9053460289989894,0
"(194.0995, 4.2780000000000005, 9.043, 139.108)",0.8844689853118126,0
"(190.132, 2.0915, 4.083, 139.19299999999998)",0.8973872389867941,0
"(138.4685, 0.07550000000000001, 0.14750000000000002, 139.19299999999998)",0.9435822722801942,0
"(125.9315, 0.013999999999999999, 0.0245, 139.19299999999998)",0.9302996376683815,0
"(139.7545, 0.027000000000000003, 0.040999999999999995, 139.19299999999998)",0.9441795420418874,0
"(32.357, 0.0, 0.0, 140.131)",0.8303542153449318,0
"(63.313, 0.0, 0.0, 140.131)",0.9669137709629881,0
"(87.4505, 0.0, 0.016, 140.0455)",0.984800329280809,0
"(107.361, 0.0345, 0.08199999999999999, 139.9605)",0.9619647054167828,0
"(204.7105, 26.576999999999998, 53.9405, 139.9605)",0.7965663539676723,0
"(238.6675, 151.137, 285.4835, 139.9605)",0.5270402754764802,1
"(165.78900000000002, 354.0475, 627.736, 139.875)",0.707617705637164,0
"(129.168, 454.36800000000005, 763.9515, 139.79)",0.7048844404262382,0
"(136.2765, 466.689, 757.6795, 139.79)",0.7189612228759639,0
"(91.6295, 65.953, 273.8575, 140.0455)",0.6602128566308921,0
"(141.3005, 56.639, 183.195, 140.0455)",0.6789753460963004,0
"(186.225, 49.887, 136.1995, 140.0455)",0.716169625652454,0
"(208.0675, 13.941, 32.4345, 140.0455)",0.8195257247284589,0
"(228.24400000000003, 11.734000000000002, 24.2605, 140.0455)",0.8422552022398675,0
"(247.273, 11.925, 22.465, 140.0455)",0.7800487615142313,0
"(268.44, 14.5835, 25.6215, 140.0455)",0.7823101424505222,0
"(282.348, 15.581, 25.9985, 139.9605)",0.6792974457347256,0
"(285.7895, 13.517499999999998, 21.76, 139.875)",0.6866219344025051,0
"(53.308, 98.63600000000001, 521.1335, 139.937)",0.735095198723339,0
"(63.251999999999995, 160.553, 626.28, 139.937)",0.7447623578491442,0
"(71.816, 222.50599999999997, 695.0825, 139.849)",0.7161270132379829,0
"(82.765, 270.6975, 714.7265, 139.937)",0.7104754526012105,0
"(103.53299999999999, 294.3015000000001, 679.842, 139.937)",0.7052532652796486,0
"(91.542, 368.55400000000003, 767.71, 139.849)",0.6973015982737665,0
"(90.8385, 416.056, 801.025, 139.7615)",0.737146161307029,0
"(90.964, 461.2445, 837.1085, 139.7615)",0.7235111947790515,0
"(90.245, 498.0645, 868.3939999999999, 139.7615)",0.6155494876707344,0
"(23.0655, 0.0, 0.0, 139.498)",0.8061695829513438,0
"(37.6715, 0.0, 0.0, 139.41)",0.8861302073360997,0
"(48.438, 0.0, 0.0, 139.498)",0.925196442746028,0
"(69.2005, 0.0, 0.0, 139.498)",0.9401697235785409,0
"(81.23899999999999, 0.0, 0.0, 139.41)",0.9492683032438483,0
"(89.807, 0.0, 0.0, 139.41)",0.9572453810106882,0
"(106.101, 0.0, 0.0, 139.1465)",0.9459382896918599,0
"(110.1015, 0.0, 0.0, 139.3225)",0.9455236959936861,0
"(108.367, 0.0, 0.0, 139.6735)",0.9500842266736217,0
"(63.9085, 47.927, 225.1045, 139.6735)",0.6841983793542101,0
"(67.3985, 107.645, 401.779, 139.5855)",0.6698436318939045,0
"(81.7595, 183.5035, 548.3595, 139.498)",0.7137226393113731,0
"(84.3225, 271.3265, 692.3315, 139.5855)",0.6949972878693197,0
"(86.02600000000001, 329.7495, 740.9789999999999, 139.5855)",0.6957711530260392,0
"(94.8705, 340.365, 693.145, 139.5855)",0.6817559279609183,0
"(117.873, 317.498, 597.779, 139.5855)",0.6735552727229398,0
"(160.8055, 354.8165, 631.2529999999998, 139.6735)",0.6797425596557902,0
"(156.1585, 301.6625, 515.573, 139.7615)",0.6870717500120359,0
"(57.918, 36.767, 171.005, 139.937)",0.7146113672401799,0
"(105.03299999999999, 16.1055, 56.104, 139.937)",0.8526386732255757,0
"(168.6965, 45.338, 131.466, 139.937)",0.7181101088768513,0
"(185.428, 111.57700000000001, 281.0745, 139.937)",0.6392431539535148,0
"(223.97400000000002, 102.382, 227.3855, 139.937)",0.6137843816346564,0
"(241.5175, 136.9615, 274.2465, 139.937)",0.5289080117588546,1
"(239.715, 205.4235, 382.3455, 139.937)",0.4677213056971947,1
"(251.581, 226.87, 399.6065, 139.937)",0.5174161735628828,1
"(268.8595, 224.646, 380.43300000000005, 139.937)",0.470776431558536,1
"(82.348, 76.3745, 353.1815, 139.2345)",0.6126202893786586,0
"(90.0675, 146.4795, 519.5485, 139.2345)",0.7452601781127628,0
"(101.6575, 200.7845, 582.4045000000001, 139.2345)",0.6979516199774276,0
"(105.835, 272.274, 672.9815, 139.2345)",0.7105483246266181,0
"(110.1015, 331.973, 726.6030000000001, 139.3225)",0.6710073973889932,0
"(105.79899999999999, 398.158, 790.457, 139.3225)",0.6674288262929958,0
"(109.7625, 441.2245, 813.556, 139.3225)",0.6703005609793564,0
"(166.5355, 390.8095, 681.7125, 139.3225)",0.6108808396692171,0
"(185.428, 390.0905, 654.596, 139.3225)",0.6400617302511981,0
"(107.6545, 9.607000000000001, 43.213, 139.523)",0.855248610726074,0
"(136.509, 12.0685, 42.1435, 139.615)",0.8539231993915218,0
"(159.41649999999996, 18.5315, 52.5795, 139.615)",0.7990912321160396,0
"(190.8275, 44.167, 107.067, 139.615)",0.6898770573498547,0
"(222.076, 101.211, 217.9335, 139.615)",0.5983062169027656,1
"(246.09099999999998, 119.8475, 235.6205, 139.799)",0.5325264778203571,1
"(274.112, 124.0795, 226.2045, 139.983)",0.5460846440354796,1
"(300.1115, 121.7435, 210.343, 139.983)",0.4358856565513003,1
"(317.944, 101.3715, 168.78050000000005, 139.891)",0.5102424778129446,1
"(34.471, 0.0, 0.0, 140.167)",0.8303542153449318,0
"(43.8815, 0.0, 0.0, 140.259)",0.9168101410011116,0
"(56.333999999999996, 0.0, 0.0, 140.259)",0.9531446931034881,0
"(64.3825, 0.0, 0.0, 140.259)",0.973409072234412,0
"(73.4135, 0.0, 0.0, 140.259)",0.97955448075642,0
"(76.9095, 0.0, 0.0, 140.259)",0.9792978361213478,0
"(82.7685, 0.0, 0.0, 140.259)",0.9835061050005487,0
"(81.885, 0.0, 0.0, 140.167)",0.9734529356374364,0
"(89.70400000000002, 0.0, 0.0, 140.167)",0.9814300134042763,0
"(38.6135, 0.0, 0.0, 139.799)",0.9049251216534044,0
"(39.534, 0.0, 0.0, 139.891)",0.9090710586351585,0
"(47.744, 0.0, 0.0, 139.891)",0.9481372940450867,0
"(47.4705, 0.0, 0.0, 139.799)",0.9049251216534044,0
"(26.011999999999997, 0.0, 0.0, 139.707)",0.8227533308783751,0
"(24.2765, 0.0, 0.0, 139.615)",0.8136322695185118,0
"(39.453, 0.0, 0.0, 139.615)",0.8935928939032677,0
"(47.2835, 0.0, 0.0, 139.615)",0.8935928939032677,0
"(60.364, 0.0, 0.0, 139.707)",0.9390485073655075,0
"(28.070500000000006, 0.0, 0.0, 139.983)",0.8354675376224299,0
"(32.5055, 0.0, 0.0, 139.983)",0.8354675376224299,0
"(33.7745, 0.0, 0.0, 139.983)",0.8354675376224299,0
"(69.6005, 0.0, 0.0, 139.983)",0.969467678249627,0
"(83.17299999999999, 0.0, 0.0, 139.983)",0.9821241260066228,0
"(93.7215, 0.0, 0.0, 139.983)",0.9822190493648006,0
"(94.406, 0.0, 0.0, 139.983)",0.9822190493648006,0
"(65.08500000000001, 0.0, 0.0, 139.983)",0.9720270932404862,0
"(87.583, 0.0, 0.0, 139.983)",0.9865433356817743,0
"(64.7805, 134.5025, 549.936, 140.351)",0.7309222770539996,0
"(76.648, 190.954, 613.101, 140.351)",0.7383385963334355,0
"(90.2015, 241.8695, 645.9945, 140.351)",0.7251319006436223,0
"(104.159, 288.8605, 666.685, 140.351)",0.7318381206623854,0
"(104.2835, 352.277, 724.6234999999998, 140.351)",0.714218169014601,0
"(103.03299999999999, 411.85850000000005, 774.258, 140.351)",0.7002877075433658,0
"(134.6865, 395.4265, 694.1524999999998, 140.44299999999998)",0.6349524280856704,0
"(259.9995, 187.168, 313.4285, 140.44299999999998)",0.4965585750317456,1
"(258.245, 9.342, 15.082, 140.44299999999998)",0.7810309188846957,0
"(100.3955, 8.436, 32.271, 140.075)",0.8649580577564482,0
"(123.3475, 4.713, 15.7785, 140.167)",0.8905814766877888,0
"(98.984, 0.14650000000000002, 0.3985, 140.44299999999998)",0.965899396156197,0
"(79.5655, 0.0, 0.0, 140.351)",0.9688924049575007,0
"(90.183, 0.013999999999999999, 0.025, 140.259)",0.9892427869666642,0
"(119.429, 0.1325, 0.249, 140.075)",0.9561561643939451,0
"(75.44749999999998, 0.0, 0.0, 139.891)",0.9715587537553945,0
"(58.2995, 0.0, 0.0, 139.799)",0.941259673755781,0
"(183.2575, 0.7390000000000001, 1.178, 139.799)",0.9269919508567308,0
"(43.378, 0.0, 0.0, 140.7315)",0.8800494997628574,0
"(63.73, 0.0, 0.008, 140.7315)",0.9365123313106992,0
"(89.5195, 0.024, 0.09, 140.7315)",0.9505955270782358,0
"(133.637, 1.254, 3.27, 140.6465)",0.9380476442603942,0
"(206.7615, 33.532, 78.2, 140.6465)",0.7268195218346138,0
"(231.1365, 66.491, 142.1035, 140.6465)",0.6531536749897393,0
"(250.2095, 34.303000000000004, 68.226, 140.6465)",0.6628657881825257,0
"(250.9545, 13.389000000000001, 24.7715, 140.6465)",0.7752472775068235,0
"(270.1975, 20.43, 36.1505, 140.6465)",0.7368285433283628,0
"(23.74, 0.0, 0.0, 140.137)",0.8303542153449318,0
"(37.9715, 0.0, 0.0, 140.05200000000002)",0.908241871238803,0
"(52.1225, 0.0, 0.0, 140.05200000000002)",0.9473081066487312,0
"(70.9555, 0.0, 0.0, 140.05200000000002)",0.9622813874812441,0
"(94.366, 0.018000000000000002, 0.040999999999999995, 139.967)",0.9819825911256002,0
"(166.9765, 0.9555, 1.9885, 139.882)",0.942907253435892,0
"(189.2825, 1.421, 2.7605, 139.967)",0.9204306770643056,0
