,0
1.01,0.513861062508412
1.02,0.5185132909404263
1.03,0.5235336627300696
1.04,0.5283260176621205
1.05,0.533279427420848
1.06,0.5379267678217222
1.07,0.5421154179180974
1.08,0.5465181803421171
1.09,0.5506917127255224
1.1,0.5545773304181126
1.11,0.5584300983243519
1.12,0.5617590574068306
1.13,0.5650996356451689
1.14,0.5681824906937795
1.15,0.5711580086580087
1.16,0.5740288346015219
1.17,0.5765656294485636
1.18,0.5792411297242845
1.19,0.5817287288388688
1.2,0.5840762169634063
1.21,0.5867377763868786
1.22,0.588553909510013
1.23,0.5906167703522767
1.24,0.5927974937393369
1.25,0.594878159433062
1.26,0.5964314256356726
1.27,0.5979641172840554
1.28,0.5995557755075589
1.29,0.6012656676917799
1.3,0.6029551195983481
1.31,0.6044601171490646
1.32,0.6058625226114126
1.33,0.6074609572146518
1.34,0.6083306354298496
1.35,0.6097015266129892
1.36,0.6110761386169777
1.37,0.6121941305584911
1.38,0.6127716707224973
1.39,0.6140478731249404
1.4,0.6150159458200452
1.41,0.6159065278881884
1.42,0.6171636377519854
1.43,0.6179184433130804
1.44,0.6183950053296787
1.45,0.6189809396422004
1.46,0.6195649833100032
1.47,0.6202318416561385
1.48,0.6211449729421817
1.49,0.6217741557772469
1.5,0.6224316614306864
