,0
1.01,0.560907710477476
1.02,0.5842905106909347
1.03,0.6065982811200443
1.04,0.6303381642512077
1.05,0.6523449319213314
1.06,0.6741090146750525
1.07,0.695278503046127
1.08,0.7124424997195108
1.09,0.728110599078341
1.1,0.7432895825943006
1.11,0.7562628585259591
1.12,0.7688696726374306
1.13,0.7776662484316186
1.14,0.7880413951705635
1.15,0.7976871101871101
1.16,0.8067836874752541
1.17,0.814572192513369
1.18,0.8227642276422764
1.19,0.8297493494041912
1.2,0.8363611149632506
1.21,0.8421200224340998
1.22,0.8488157708126507
1.23,0.8553386911595867
1.24,0.8607613258069186
1.25,0.8672320514695131
1.26,0.8720707442888725
1.27,0.8779000594883998
1.28,0.8823177122323701
1.29,0.8874302097480006
1.3,0.8925368597051223
1.31,0.8959386973180077
1.32,0.9001389103256675
1.33,0.9043991916679621
1.34,0.9084507042253521
1.35,0.9113804501810169
1.36,0.9137931034482759
1.37,0.916852146263911
1.38,0.92032
1.39,0.9233365477338477
1.4,0.9258960284145947
1.41,0.9278768233387358
1.42,0.930096138178263
1.43,0.9329837784696051
1.44,0.9359143327841846
1.45,0.939052666445843
1.46,0.9424005327118362
1.47,0.9445094434230319
1.48,0.9462636439966414
1.49,0.9470578317315799
1.5,0.9483576024381984
1.01,0.98767082590612
1.02,0.9823232323232324
1.03,0.9750445632798574
1.04,0.9691027926322044
1.05,0.9607843137254902
1.06,0.9552881758764111
1.07,0.9493464052287581
1.08,0.9432560903149139
1.09,0.9387997623291741
1.1,0.9337492572786691
1.11,0.92825311942959
1.12,0.9245395127748068
1.13,0.9206773618538324
1.14,0.9162210338680927
1.15,0.9119132501485443
1.16,0.9080510992275698
1.17,0.9050802139037433
1.18,0.9019607843137255
1.19,0.8998811645870469
1.2,0.8958704693998811
1.21,0.8921568627450981
1.22,0.8890374331550802
1.23,0.8853238265002971
1.24,0.8833927510398099
1.25,0.8810160427807486
1.26,0.8789364230540702
1.27,0.8768568033273916
1.28,0.8753713606654783
1.29,0.8735888294711824
1.3,0.8722519310754605
1.31,0.8683897801544861
1.32,0.8663101604278075
1.33,0.8642305407011289
1.34,0.8622994652406417
1.35,0.8600713012477719
1.36,0.8581402257872847
1.37,0.8566547831253714
1.38,0.8544266191325015
1.39,0.8533868092691622
1.4,0.8519013666072489
1.41,0.8504159239453357
1.42,0.8478906714200832
1.43,0.8458110516934046
1.44,0.8438799762329174
1.45,0.8422459893048129
1.46,0.8409090909090909
1.47,0.8394236482471776
1.48,0.8370469399881164
1.49,0.8343731431966727
1.5,0.8319964349376114
1.01,0.5706797284523503
1.02,0.5943124550035997
1.03,0.6200699895961411
1.04,0.6462179868969625
1.05,0.671064935064935
1.06,0.6946573124662709
1.07,0.716175316668535
1.08,0.7352634626519977
1.09,0.7498220640569395
1.1,0.7657602731374222
1.11,0.78016219588272
1.12,0.7930374904361133
1.13,0.8052268885710571
1.14,0.8154761904761905
1.15,0.8231977446637132
1.16,0.830455472467709
1.17,0.8393546607832322
1.18,0.846207473508087
1.19,0.8530324400564175
1.2,0.8587328767123288
1.21,0.8634399308556612
1.22,0.8685166351881447
1.23,0.8727112933938772
1.24,0.8771048744460856
1.25,0.8811792733770101
1.26,0.8849265807611627
1.27,0.8877320054323223
1.28,0.8913869056661097
1.29,0.8939486552567237
1.3,0.8973530317020622
1.31,0.9017843289371605
1.32,0.9056397437900328
1.33,0.908118313404657
1.34,0.9104123874229736
1.35,0.9128571428571428
1.36,0.9152974956133355
1.37,0.917134156114762
1.38,0.918288563615892
1.39,0.9199225056506296
1.4,0.9212062256809338
1.41,0.923728813559322
1.42,0.9262536873156342
1.43,0.9272787101020072
1.44,0.9293146160198184
1.45,0.9308113489298159
1.46,0.931757656458056
1.47,0.9329991645781119
1.48,0.9349470499243571
1.49,0.9361809893634983
1.5,0.9376376885273683
1.01,0.9864824717765894
1.02,0.9809863339275104
1.03,0.9738562091503268
1.04,0.9670231729055259
1.05,0.9594474153297683
1.06,0.9560308972073678
1.07,0.9490493166963755
