,0
1.08,0.9431075460487225
1.09,0.9389483065953654
1.1,0.9328579916815211
1.11,0.9288472964943553
1.12,0.9237967914438503
1.13,0.9199346405228758
1.14,0.9157754010695187
1.15,0.910873440285205
1.16,0.9073083778966132
1.17,0.9041889483065954
1.18,0.9015151515151515
1.19,0.8983957219251337
1.2,0.8939393939393939
1.21,0.8903743315508021
1.22,0.8879976232917409
1.23,0.8850267379679144
1.24,0.8820558526440879
1.25,0.8790849673202614
1.26,0.8773024361259656
1.27,0.8738859180035651
1.28,0.8716577540106952
1.29,0.8689839572192514
1.3,0.8661616161616161
1.31,0.863339275103981
1.32,0.8611111111111112
1.33,0.857397504456328
1.34,0.8559120617944147
1.35,0.8542780748663101
1.36,0.8523469994058229
1.37,0.8499702911467617
1.38,0.8480392156862745
1.39,0.8464052287581699
1.4,0.8440285204991087
1.41,0.8419489007724302
1.42,0.839572192513369
1.43,0.8371954842543078
1.44,0.8358585858585859
1.45,0.8333333333333334
1.46,0.8315508021390374
1.47,0.8294711824123588
1.48,0.8262032085561497
1.49,0.8236779560308972
1.5,0.8218954248366013
1.01,0.5680170575692963
1.02,0.5898736429969745
1.03,0.613050358372894
1.04,0.6359747204666991
1.05,0.6591669200364852
1.06,0.6811655405405406
1.07,0.69993441189331
1.08,0.7186900056465274
1.09,0.7375960866526904
1.1,0.7541886069889899
1.11,0.7697885939036382
1.12,0.7829584014075657
1.13,0.7952038984354963
1.14,0.8075565433389985
1.15,0.8191985088536813
1.16,0.8283169118639493
1.17,0.8363636363636363
1.18,0.8439706493146892
1.19,0.8502449265220434
1.2,0.8566779852857951
1.21,0.8667432510051695
1.22,0.8730043541364296
1.23,0.8778525453481568
1.24,0.8838137472283814
1.25,0.8880262765004479
1.26,0.8934438583270535
1.27,0.8977393415263237
1.28,0.9005651443409195
1.29,0.9047399199753771
1.3,0.9090344613474076
1.31,0.9126760563380282
1.32,0.9177455004736343
1.33,0.9209982514703545
1.34,0.92257343550447
1.35,0.9254618473895583
1.36,0.9291491426722743
1.37,0.931740614334471
1.38,0.9337260677466863
1.39,0.9366567949983547
1.4,0.9390183440753594
1.41,0.9416943521594684
1.42,0.9433962264150944
1.43,0.94575986565911
1.44,0.9475371120107963
1.45,0.9491955969517358
1.46,0.9510370622237334
1.47,0.9520314100375554
1.48,0.9537116406651809
1.49,0.9562219924164082
1.5,0.9584631360332295
1.01,0.9893048128342246
1.02,0.9846999405822935
1.03,0.9783125371360666
1.04,0.9716280451574569
1.05,0.966131907308378
1.06,0.958407605466429
1.07,0.9511289364230541
1.08,0.9453357100415924
1.09,0.9407308377896613
1.1,0.9361259655377302
1.11,0.9303327391562686
1.12,0.9254307783719549
1.13,0.9211229946524064
1.14,0.9175579322638147
1.15,0.9139928698752228
1.16,0.9116161616161617
1.17,0.9087938205585264
1.18,0.9055258467023173
1.19,0.9024064171122995
1.2,0.899435531788473
1.21,0.8966131907308378
1.22,0.89349376114082
1.23,0.8914141414141414
1.24,0.8881461675579323
1.25,0.8835412953060012
1.26,0.8805704099821747
1.27,0.8789364230540702
1.28,0.8758169934640523
1.29,0.8732917409387998
1.3,0.8698752228163993
1.31,0.8663101604278075
1.32,0.8634878193701723
1.33,0.8606654783125371
1.34,0.8584373143196673
1.35,0.8557635175282234
1.36,0.8532382650029708
1.37,0.8516042780748663
1.38,0.8475935828877005
1.39,0.8456625074272133
1.4,0.8440285204991087
1.41,0.8420974450386215
1.42,0.8392751039809864
1.43,0.8366013071895425
1.44,0.8343731431966727
1.45,0.8325906120023767
1.46,0.8309566250742721
1.47,0.8284313725490197
1.48,0.8263517528223411
1.49,0.8241235888294712
1.5,0.8226381461675579
1.01,0.5721667240785394
1.02,0.598011748757343
1.03,0.6215678848702897
1.04,0.6456786456786456
1.05,0.6709463657071858
1.06,0.6920679277730009
1.07,0.7120925575703638
1.08,0.7303899082568808
1.09,0.7469368520263902
1.1,0.7630847334703251
1.11,0.7754875339422365
1.12,0.7896264512872286
1.13,0.8037925696594427
1.14,0.8132387706855791
1.15,0.8242302543507363
1.16,0.8318872017353579
1.17,0.8388248215266337
1.18,0.8466787355521516
1.19,0.8546224417784051
1.2,0.8619509412435824
1.21,0.8683074265975821
1.22,0.8729305837932037
1.23,0.8792064658339457
1.24,0.8830842089684772
1.25,0.8879928315412187
1.26,0.8914938382927562
1.27,0.8966616084977238
1.28,0.9017447199265382
1.29,0.9057389694538722
1.3,0.9080888060860115
1.31,0.9110381488430269
1.32,0.9148433810798048
1.33,0.9184223031839063
1.34,0.9215686274509803
1.35,0.9250280943971745
1.36,0.9266010646878529
1.37,0.9300778715120052
1.38,0.9323222439660795
1.39,0.9333442515558467
1.4,0.9347933476041496
1.41,0.9358677685950413
1.42,0.9391521197007481
1.43,0.9404881310598462
1.44,0.9423916694659052
1.45,0.9440134907251265
1.46,0.9454422229752626
1.47,0.9465804695474651
1.48,0.9479166666666666
1.49,0.9490478641276376
1.5,0.9509043927648578
1.01,0.9869281045751634
1.02,0.9829174093879977
1.03,0.9751931075460487
1.04,0.9688057040998217
1.05,0.9625668449197861
1.06,0.9564765300059418
1.07,0.9508318478906714
1.08,0.946078431372549
1.09,0.9417706476530006
1.1,0.9377599524658348
1.11,0.9333036244800951
1.12,0.9294414735591207
1.13,0.9255793226381461
1.14,0.9197860962566845
1.15,0.9145870469399882
1.16,0.9114676173499703
1.17,0.9076054664289959
1.18,0.9031491384432561
1.19,0.899435531788473
1.2,0.8978015448603683
1.21,0.8961675579322638
1.22,0.8928995840760546
1.23,0.8887403446226976
1.24,0.8863636363636364
1.25,0.8832442067736186
1.26,0.88116458704694
1.27,0.8777480689245395
1.28,0.875222816399287
1.29,0.8721033868092691
1.3,0.86883541295306
1.31,0.8655674390968509
1.32,0.863339275103981
1.33,0.8612596553773024
1.34,0.8587344028520499
1.35,0.8559120617944147
1.36,0.8532382650029708
1.37,0.8516042780748663
1.38,0.8492275698158052
1.39,0.8465537730243613
1.4,0.8432857991681522
1.41,0.8410576351752822
1.42,0.839126559714795
1.43,0.8357100415923945
1.44,0.8334818775995246
1.45,0.8315508021390374
1.46,0.8288770053475936
1.47,0.8265002970885323
1.48,0.8245692216280451
1.49,0.82174688057041
1.5,0.8199643493761141
1.01,0.5603046974185357
1.02,0.58508655126498
1.03,0.6114637789395071
1.04,0.6337464623792329
1.05,0.6575788402848424
1.06,0.6774738620762488
1.07,0.6943084122320166
1.08,0.7110240626748741
1.09,0.7267401791867677
1.1,0.7427459306440198
1.11,0.7566035460137498
1.12,0.768370607028754
1.13,0.7779584688516388
1.14,0.7913843793940943
1.15,0.8011695906432749
1.16,0.8102584388185654
1.17,0.8198367019140678
1.18,0.8282416836388323
1.19,0.835026077408729
1.2,0.8416816983488276
1.21,0.8472650771388499
1.22,0.8528328611898017
1.23,0.8596792668957618
1.24,0.8640369888744401
1.25,0.8691656942823804
1.26,0.8742831936479929
1.27,0.8774422735346359
1.28,0.8823880597014926
1.29,0.8863841298467088
1.3,0.8908733161798092
1.31,0.895579268292683
1.32,0.8991093366093366
1.33,0.9033457249070632
1.34,0.9071072319201995
1.35,0.9101899827288429
1.36,0.9131258884852314
1.37,0.9168389251073302
1.38,0.9191047162270184
1.39,0.9216789964618849
1.4,0.923884938590821
1.41,0.9265518362040949
1.42,0.9286414108425866
1.43,0.9311475409836065
1.44,0.9326638129733289
1.45,0.9346675487925902
1.46,0.9374167776298269
1.47,0.9396321070234114
1.48,0.9423529411764706
1.49,0.943721480479973
1.5,0.9469568174090446
1.01,0.9833630421865716
1.02,0.9790552584670231
1.03,0.9729649435531789
1.04,0.9646464646464646
1.05,0.960190136660725
1.06,0.95291146761735
1.07,0.9477124183006536
1.08,0.9437017231134878
1.09,0.9398395721925134
1.1,0.9353832442067737
1.11,0.9318181818181818
1.12,0.9288472964943553
1.13,0.9237967914438503
1.14,0.9196375519904931
1.15,0.9157754010695187
1.16,0.9128045157456922
1.17,0.9098336304218657
1.18,0.9061200237670826
1.19,0.9037433155080213
1.2,0.9010695187165776
1.21,0.8973559120617944
1.22,0.8943850267379679
1.23,0.8918597742127153
1.24,0.8882947118241236
1.25,0.8851752822341058
1.26,0.8832442067736186
1.27,0.8805704099821747
1.28,0.8781937017231135
1.29,0.8761140819964349
1.3,0.8743315508021391
1.31,0.8726975638740344
1.32,0.8697266785502079
1.33,0.8663101604278075
1.34,0.8645276292335116
1.35,0.8611111111111112
1.36,0.8587344028520499
1.37,0.85650623885918
1.38,0.8539809863339275
1.39,0.8513071895424836
1.4,0.8492275698158052
1.41,0.8469994058229352
1.42,0.8447712418300654
1.43,0.8437314319667261
1.44,0.8415032679738562
1.45,0.8394236482471776
1.46,0.8366013071895425
1.47,0.8346702317290553
1.48,0.8328877005347594
1.49,0.8294711824123588
1.5,0.8273915626856804
