,0
0.4,0.3089661319073084
0.41,0.3292156862745098
0.42,0.3503208556149733
0.43,0.37183600713012477
0.44,0.39493761140819966
0.45,0.4186452762923351
0.46,0.4435294117647059
0.47,0.46819964349376114
0.48,0.4945632798573975
0.49,0.5193939393939394
0.5,0.5433868092691622
0.51,0.5676648841354723
0.52,0.5926024955436721
0.53,0.6176114081996434
0.54,0.6421568627450981
0.55,0.6673618538324421
0.56,0.6904991087344029
0.57,0.7128877005347594
0.58,0.7348841354723707
0.59,0.7568449197860962
0.6,0.778698752228164
0.61,0.7994652406417112
0.62,0.8187522281639928
0.63,0.8363992869875223
0.64,0.8538502673796792
0.65,0.8698395721925134
0.66,0.8844206773618538
0.67,0.8980748663101604
0.68,0.9116221033868093
0.69,0.9235294117647059
0.7,0.9341711229946524
0.71,0.9436541889483065
0.72,0.9522994652406417
0.73,0.9593048128342246
0.74,0.9659893048128342
0.75,0.9721033868092691
0.76,0.9770231729055259
0.77,0.981319073083779
0.78,0.9849197860962566
0.79,0.9877183600713012
0.8,0.9900178253119429
0.81,0.9922459893048128
0.82,0.9938324420677361
0.83,0.99524064171123
0.84,0.9964349376114082
0.85,0.9976292335115865
0.86,0.9983065953654189
0.87,0.9987878787878788
0.88,0.9991622103386809
0.89,0.9994474153297682
0.9,0.9995721925133689
