,0,,,,,,,,,
0.4,0.911187438665358,0.27584670231729,0.931067044381492,0.292929292929293,0.917933130699088,0.269162210338681,0.917505030181086,0.270944741532977,0.914470412729985,0.273172905525847
0.41,0.910958904109589,0.296345811051693,0.925909878682842,0.317439096850862,0.911204091120409,0.291146761734997,0.909725453699395,0.29040404040404,0.91048951048951,0.290106951871658
0.42,0.903401931961361,0.31951871657754,0.92074403558431,0.338235294117647,0.90521327014218,0.312091503267974,0.907077724706904,0.310308972073678,0.900869565217391,0.307783719548425
0.43,0.900513225424398,0.338829471182412,0.916062571537581,0.356654783125371,0.897681854516387,0.333630421865716,0.905706191825172,0.332442067736185,0.894715611133522,0.329471182412359
0.44,0.895336026441425,0.36215092097445,0.908798283261802,0.377450980392157,0.890248424175009,0.356654783125371,0.893141341417203,0.350118835412953,0.888101454681089,0.353683897801545
0.45,0.8888119154832,0.38116458704694,0.89946200403497,0.397355912061794,0.882963988919667,0.378787878787879,0.888340965128566,0.374628639334522,0.877394636015326,0.374183006535948
0.46,0.875848690591659,0.402406417112299,0.89247311827957,0.419191919191919,0.875447154471545,0.399881164587047,0.878987175271292,0.397058823529412,0.865521710952689,0.396761734997029
0.47,0.866303690260133,0.425430778371955,0.885013301803133,0.444741532976827,0.864693446088795,0.425282234105764,0.87399876771411,0.421420083184789,0.856970791930142,0.422756981580511
0.48,0.85986355884025,0.449346405228758,0.871730662214802,0.465389185977421,0.853273137697517,0.449197860962567,0.861800346220427,0.443701723113488,0.849929478138223,0.447563874034462
0.49,0.847425980261403,0.47192513368984,0.859547606522883,0.48544266191325,0.841798941798942,0.472667855020796,0.854052573932092,0.463309566250743,0.839144215530903,0.47192513368984
0.5,0.833874594054459,0.495840760546643,0.84808552958727,0.50668449197861,0.834116192830655,0.501188354129531,0.842650103519669,0.483660130718954,0.827475247524752,0.4965834818776
0.51,0.823584905660377,0.518716577540107,0.841795956746591,0.531937017231135,0.824078394773682,0.52465834818776,0.835084290251649,0.507724301841949,0.815972222222222,0.523618538324421
0.52,0.811103738111037,0.544711824123589,0.834549878345499,0.560457516339869,0.81064958020327,0.545008912655972,0.827055581074874,0.534907902554961,0.805313588850174,0.54931669637552
0.53,0.79958071278826,0.566547831253714,0.827360876897133,0.583036244800951,0.802120141342756,0.573232323232323,0.817393190197354,0.559863339275104,0.795905834186285,0.577540106951872
0.54,0.790438247011952,0.589423648247178,0.816204350429056,0.607546048722519,0.795830055074744,0.601010101010101,0.807542529206805,0.585264408793821,0.785355486862442,0.603832442067736
0.55,0.782017378163959,0.614973262032086,0.805313092979127,0.630421865715983,0.788501026694045,0.627450980392157,0.798288270764443,0.609625668449198,0.775754231052244,0.626411170528818
0.56,0.77186038143217,0.637254901960784,0.797114517583408,0.656565656565657,0.778589241182757,0.649286987522282,0.789765379641604,0.635026737967914,0.765578635014837,0.651515151515152
0.57,0.762452765372724,0.659387997623292,0.790044781260765,0.681372549019608,0.770656239374362,0.673351158645276,0.77879535047552,0.656862745098039,0.756437946502741,0.676322043969103
0.58,0.754020347883164,0.682560903149138,0.782967486383892,0.704693998811646,0.762166531932094,0.700237670825906,0.769914472580916,0.681966726084373,0.748178650617675,0.701723113487819
0.59,0.746238244514107,0.707219251336898,0.772267845862287,0.726381461675579,0.755727554179567,0.725193107546049,0.762692802056555,0.70513963161022,0.740921574610925,0.721330956625074
0.6,0.738413079346033,0.731283422459893,0.759981987391174,0.752079619726679,0.750037241173842,0.747920380273321,0.751345532831001,0.725787284610814,0.736888368004688,0.747177658942365
0.61,0.730096806819824,0.750594177064765,0.754517854561226,0.775252525252525,0.741107286288009,0.767528223410576,0.745682656826568,0.750445632798574,0.72890635967991,0.77124183006536
0.62,0.721480244852532,0.770350564468211,0.745859429366736,0.796048722519311,0.735608267443473,0.787730243612597,0.737332392378264,0.775995246583482,0.721583997837546,0.793077837195484
0.63,0.713903743315508,0.793226381461676,0.734297576001071,0.814468211527035,0.729513657561626,0.813279857397504,0.730905137265561,0.798871063576946,0.71411856474259,0.815953654188948
0.64,0.706556743526987,0.814765300059418,0.724280901788028,0.830362448009507,0.721523858388917,0.835561497326203,0.725006559958016,0.820855614973262,0.709324273310683,0.837344028520499
0.65,0.700386678308594,0.83407605466429,0.714232069095006,0.8475935828877,0.714569372052619,0.855317884729649,0.716565349544073,0.840463458110517,0.700925474914759,0.855020796197267
0.66,0.691592172022228,0.850415923945336,0.704971573726866,0.865715983363042,0.709907083383613,0.873885918003565,0.705407389283093,0.85650623885918,0.691881047911258,0.870915032679739
0.67,0.681727730305513,0.865121806298277,0.696206977288691,0.88339275103981,0.704941176470588,0.890077243018419,0.696747486694264,0.875074272133096,0.683603562457182,0.889334521687463
0.68,0.674006810442679,0.882055852644088,0.689946365399977,0.898098633392751,0.70037970314118,0.904188948306595,0.688781941102326,0.892899584076055,0.675127466193749,0.904783125371361
0.69,0.666482910694598,0.89795008912656,0.684110689578219,0.910724896019014,0.69518356348939,0.919786096256684,0.681524403833296,0.908496732026144,0.668139209136946,0.921122994652406
0.7,0.659871244635193,0.913547237076649,0.678707846775074,0.92379679144385,0.688035126234907,0.931075460487225,0.673520181798507,0.924539512774807,0.662237688495202,0.932857991681521
0.71,0.654692082111437,0.928550207961973,0.671786666666667,0.935531788472965,0.68141307849243,0.942661913250149,0.667265996827076,0.93716577540107,0.657154673283706,0.944147355912062
0.72,0.647738899120115,0.940433749257279,0.666248562767848,0.946821152703505,0.672081324669881,0.952614379084967,0.660014476269259,0.948158051099228,0.652173913043478,0.953654188948307
0.73,0.643489635741598,0.949940582293524,0.659454470877769,0.955288175876411,0.664305512781029,0.961229946524064,0.653150406504065,0.954693998811646,0.647423092289253,0.962863933452169
0.74,0.638264143465768,0.956922162804516,0.650355961094956,0.963458110516934,0.657817704653276,0.968062982768865,0.645698335161001,0.962121212121212,0.641985033477747,0.968508615567439
0.75,0.631292517006803,0.964943553178847,0.643265064986215,0.970439691027926,0.649633590810061,0.974450386215092,0.638562475518997,0.96865715983363,0.63674301242236,0.974598930481283
0.76,0.624498758831392,0.971628045157457,0.637634721817652,0.975490196078431,0.64485524256651,0.979352346999406,0.633957890670272,0.975044563279857,0.633003743880196,0.979500891265597
0.77,0.618447058823529,0.976084373143197,0.631931807298152,0.980095068330362,0.639903381642512,0.983808674985145,0.628761904761905,0.980689245395128,0.629823227523285,0.984402852049911
0.78,0.613433667781494,0.980837789661319,0.626573294217848,0.983511586452763,0.635146763552921,0.986779560308972,0.623988711194732,0.985294117647059,0.624389785955689,0.987967914438503
0.79,0.609446792868958,0.985145573380868,0.621651994755572,0.986036838978015,0.631598900578144,0.98989898989899,0.619393262609343,0.988710635769459,0.620718540580789,0.990641711229946
0.8,0.605478704040772,0.988265002970885,0.616438356164384,0.989304812834225,0.626736763049193,0.991681521093286,0.61507973085077,0.991235888294712,0.617921478060046,0.993612596553773
0.81,0.600359874044085,0.991235888294712,0.611355311355311,0.991681521093286,0.622106535279353,0.994058229352347,0.609242548537052,0.992869875222816,0.612369815457701,0.995692216280452
0.82,0.597126795752655,0.994058229352347,0.607707689510998,0.993166963755199,0.619615455721945,0.995692216280452,0.605389275703047,0.994503862150921,0.608526077097506,0.9965834818776
0.83,0.593166327343543,0.995395127748069,0.602774274905422,0.994058229352347,0.616366642174871,0.996880570409982,0.601238001255943,0.99554367201426,0.605047318611987,0.997177658942365
0.84,0.590829079387432,0.997177658942365,0.59940997675666,0.995989304812834,0.613298018083843,0.997474747474748,0.597720594782299,0.997177658942365,0.601109520400859,0.997920380273321
0.85,0.586724890829694,0.997920380273321,0.595054506780112,0.997326203208556,0.610358927760109,0.99777183600713,0.59444395293285,0.998068924539513,0.597352993426896,0.998960190136661
0.86,0.583470787394739,0.998366013071895,0.591253079901443,0.998068924539513,0.606859205776173,0.998811645870469,0.591745137727713,0.998811645870469,0.591072840699411,0.999257278669043
0.87,0.580191527909585,0.998960190136661,0.587454132448017,0.998811645870469,0.603372499775765,0.999257278669043,0.588848039215686,0.999257278669043,0.58635413035901,0.999554367201426
0.88,0.576349614395887,0.999108734402852,0.584579276773296,0.998960190136661,0.599056183777046,0.999405822935235,0.585414672352276,0.999257278669043,0.580422595946529,0.999702911467617
0.89,0.571440706761808,0.999257278669043,0.580450349409024,0.999405822935235,0.59483825349125,0.999702911467617,0.582179930795848,0.999702911467617,0.574820635462931,0.999702911467617
0.9,0.568064815596253,0.999851455733809,0.576669238021771,0.999405822935235,0.588698390482855,0.999702911467617,0.577966683839945,0.999851455733809,0.568028359216745,0.999702911467617
0.4,,,,,,,,,,
0.41,,,,,,,,,,
0.42,,,,,,,,,,
0.43,,,,,,,,,,
0.44,,,,,,,,,,
0.45,,,,,,,,,,
0.46,,,,,,,,,,
0.47,,,,,,,,,,
0.48,,,,,,,,,,
0.49,,,,,,,,,,
0.5,,,,,,,,,,
0.51,,,,,,,,,,
0.52,,,,,,,,,,
0.53,,,,,,,,,,
0.54,,,,,,,,,,
0.55,,,,,,,,,,
0.56,,,,,,,,,,
0.57,,,,,,,,,,
0.58,,,,,,,,,,
0.59,,,,,,,,,,
0.6,,,,,,,,,,
0.61,,,,,,,,,,
0.62,,,,,,,,,,
0.63,,,,,,,,,,
0.64,,,,,,,,,,
0.65,,,,,,,,,,
0.66,,,,,,,,,,
0.67,,,,,,,,,,
0.68,,,,,,,,,,
0.69,,,,,,,,,,
0.7,,,,,,,,,,
0.71,,,,,,,,,,
0.72,,,,,,,,,,
0.73,,,,,,,,,,
0.74,,,,,,,,,,
0.75,,,,,,,,,,
0.76,,,,,,,,,,
0.77,,,,,,,,,,
0.78,,,,,,,,,,
0.79,,,,,,,,,,
0.8,,,,,,,,,,
0.81,,,,,,,,,,
0.82,,,,,,,,,,
0.83,,,,,,,,,,
0.84,,,,,,,,,,
0.85,,,,,,,,,,
0.86,,,,,,,,,,
0.87,,,,,,,,,,
0.88,,,,,,,,,,
0.89,,,,,,,,,,
0.9,,,,,,,,,,
0.4,,,,,,,,,,
0.41,,,,,,,,,,
0.42,,,,,,,,,,
0.43,,,,,,,,,,
0.44,,,,,,,,,,
0.45,,,,,,,,,,
0.46,,,,,,,,,,
0.47,,,,,,,,,,
0.48,,,,,,,,,,
0.49,,,,,,,,,,
0.5,,,,,,,,,,
0.51,,,,,,,,,,
0.52,,,,,,,,,,
0.53,,,,,,,,,,
0.54,,,,,,,,,,
0.55,,,,,,,,,,
0.56,,,,,,,,,,
0.57,,,,,,,,,,
0.58,,,,,,,,,,
0.59,,,,,,,,,,
0.6,,,,,,,,,,
