,p,r,,,,,,,,
0.88,0.60198604401503,0.999554367201426,0.59884290164664,0.999405822935235,0.581763180639585,0.999851455733809,0.577276237878658,0.999257278669043,0.595132743362832,0.998960190136661
0.89,0.595680651442733,0.999702911467617,0.594819202546194,0.999405822935235,0.574696943827898,1,0.571671339960914,0.999405822935235,0.590243046415723,0.999257278669043
0.9,0.590092064883823,0.999702911467617,0.589885178367955,0.999702911467617,0.568341072182355,1,0.566618971467048,1,0.582467982000692,0.999851455733809
0.4,,,,,,,,,,
0.41,,,,,,,,,,
0.42,,,,,,,,,,
0.43,,,,,,,,,,
0.44,,,,,,,,,,
0.45,,,,,,,,,,
0.46,,,,,,,,,,
0.47,,,,,,,,,,
0.48,,,,,,,,,,
0.49,,,,,,,,,,
0.5,,,,,,,,,,
0.51,,,,,,,,,,
0.52,,,,,,,,,,
0.53,,,,,,,,,,
0.54,,,,,,,,,,
0.55,,,,,,,,,,
0.56,,,,,,,,,,
0.57,,,,,,,,,,
0.58,,,,,,,,,,
0.59,,,,,,,,,,
0.6,,,,,,,,,,
0.61,,,,,,,,,,
0.62,,,,,,,,,,
0.63,,,,,,,,,,
0.64,,,,,,,,,,
0.65,,,,,,,,,,
0.66,,,,,,,,,,
0.67,,,,,,,,,,
0.68,,,,,,,,,,
0.69,,,,,,,,,,
0.7,,,,,,,,,,
0.71,,,,,,,,,,
0.72,,,,,,,,,,
0.73,,,,,,,,,,
0.74,,,,,,,,,,
0.75,,,,,,,,,,
0.76,,,,,,,,,,
0.77,,,,,,,,,,
0.78,,,,,,,,,,
0.79,,,,,,,,,,
0.8,,,,,,,,,,
0.81,,,,,,,,,,
0.82,,,,,,,,,,
0.83,,,,,,,,,,
0.84,,,,,,,,,,
0.85,,,,,,,,,,
0.86,,,,,,,,,,
0.87,,,,,,,,,,
0.88,,,,,,,,,,
0.89,,,,,,,,,,
0.9,,,,,,,,,,
0.4,,,,,,,,,,
0.41,,,,,,,,,,
0.42,,,,,,,,,,
0.43,,,,,,,,,,
0.44,,,,,,,,,,
0.45,,,,,,,,,,
0.46,,,,,,,,,,
0.47,,,,,,,,,,
0.48,,,,,,,,,,
0.49,,,,,,,,,,
0.5,,,,,,,,,,
0.51,,,,,,,,,,
0.52,,,,,,,,,,
0.53,,,,,,,,,,
0.54,,,,,,,,,,
0.55,,,,,,,,,,
0.56,,,,,,,,,,
0.57,,,,,,,,,,
0.58,,,,,,,,,,
0.59,,,,,,,,,,
0.6,,,,,,,,,,
0.61,,,,,,,,,,
0.62,,,,,,,,,,
0.63,,,,,,,,,,
0.64,,,,,,,,,,
0.65,,,,,,,,,,
0.66,,,,,,,,,,
0.67,,,,,,,,,,
0.68,,,,,,,,,,
0.69,,,,,,,,,,
0.7,,,,,,,,,,
0.71,,,,,,,,,,
0.72,,,,,,,,,,
0.73,,,,,,,,,,
0.74,,,,,,,,,,
0.75,,,,,,,,,,
0.76,,,,,,,,,,
0.77,,,,,,,,,,
0.78,,,,,,,,,,
0.79,,,,,,,,,,
0.8,,,,,,,,,,
0.81,,,,,,,,,,
0.82,,,,,,,,,,
0.83,,,,,,,,,,
0.84,,,,,,,,,,
0.85,,,,,,,,,,
0.86,,,,,,,,,,
0.87,,,,,,,,,,
0.88,,,,,,,,,,
0.89,,,,,,,,,,
0.9,,,,,,,,,,
0.4,,,,,,,,,,
0.41,,,,,,,,,,
0.42,,,,,,,,,,
0.43,,,,,,,,,,
0.44,,,,,,,,,,
0.45,,,,,,,,,,
0.46,,,,,,,,,,
0.47,,,,,,,,,,
0.48,,,,,,,,,,
0.49,,,,,,,,,,
0.5,,,,,,,,,,
0.51,,,,,,,,,,
0.52,,,,,,,,,,
0.53,,,,,,,,,,
0.54,,,,,,,,,,
0.55,,,,,,,,,,
0.56,,,,,,,,,,
0.57,,,,,,,,,,
0.58,,,,,,,,,,
0.59,,,,,,,,,,
0.6,,,,,,,,,,
0.61,,,,,,,,,,
0.62,,,,,,,,,,
0.63,,,,,,,,,,
0.64,,,,,,,,,,
0.65,,,,,,,,,,
0.66,,,,,,,,,,
0.67,,,,,,,,,,
0.68,,,,,,,,,,
0.69,,,,,,,,,,
0.7,,,,,,,,,,
0.71,,,,,,,,,,
0.72,,,,,,,,,,
0.73,,,,,,,,,,
0.74,,,,,,,,,,
0.75,,,,,,,,,,
0.76,,,,,,,,,,
0.77,,,,,,,,,,
0.78,,,,,,,,,,
0.79,,,,,,,,,,
0.8,,,,,,,,,,
0.81,,,,,,,,,,
0.82,,,,,,,,,,
0.83,,,,,,,,,,
0.84,,,,,,,,,,
0.85,,,,,,,,,,
0.86,,,,,,,,,,
0.87,,,,,,,,,,
0.88,,,,,,,,,,
0.89,,,,,,,,,,
0.9,,,,,,,,,,
0.4,,,,,,,,,,
0.41,,,,,,,,,,
0.42,,,,,,,,,,
0.43,,,,,,,,,,
0.44,,,,,,,,,,
0.45,,,,,,,,,,
0.46,,,,,,,,,,
0.47,,,,,,,,,,
0.48,,,,,,,,,,
0.49,,,,,,,,,,
0.5,,,,,,,,,,
0.51,,,,,,,,,,
0.52,,,,,,,,,,
0.53,,,,,,,,,,
0.54,,,,,,,,,,
0.55,,,,,,,,,,
0.56,,,,,,,,,,
0.57,,,,,,,,,,
0.58,,,,,,,,,,
0.59,,,,,,,,,,
0.6,,,,,,,,,,
0.61,,,,,,,,,,
0.62,,,,,,,,,,
0.63,,,,,,,,,,
0.64,,,,,,,,,,
0.65,,,,,,,,,,
0.66,,,,,,,,,,
0.67,,,,,,,,,,
0.68,,,,,,,,,,
0.69,,,,,,,,,,
0.7,,,,,,,,,,
0.71,,,,,,,,,,
0.72,,,,,,,,,,
0.73,,,,,,,,,,
0.74,,,,,,,,,,
0.75,,,,,,,,,,
0.76,,,,,,,,,,
0.77,,,,,,,,,,
0.78,,,,,,,,,,
0.79,,,,,,,,,,
0.8,,,,,,,,,,
0.81,,,,,,,,,,
0.82,,,,,,,,,,
0.83,,,,,,,,,,
0.84,,,,,,,,,,
0.85,,,,,,,,,,
0.86,,,,,,,,,,
0.87,,,,,,,,,,
0.88,,,,,,,,,,
0.89,,,,,,,,,,
0.9,,,,,,,,,,
0.4,,,,,,,,,,
0.41,,,,,,,,,,
0.42,,,,,,,,,,
0.43,,,,,,,,,,
0.44,,,,,,,,,,
0.45,,,,,,,,,,
0.46,,,,,,,,,,
0.47,,,,,,,,,,
0.48,,,,,,,,,,
0.49,,,,,,,,,,
0.5,,,,,,,,,,
0.51,,,,,,,,,,
0.52,,,,,,,,,,
0.53,,,,,,,,,,
0.54,,,,,,,,,,
0.55,,,,,,,,,,
0.56,,,,,,,,,,
0.57,,,,,,,,,,
0.58,,,,,,,,,,
0.59,,,,,,,,,,
0.6,,,,,,,,,,
0.61,,,,,,,,,,
0.62,,,,,,,,,,
0.63,,,,,,,,,,
0.64,,,,,,,,,,
0.65,,,,,,,,,,
0.66,,,,,,,,,,
0.67,,,,,,,,,,
0.68,,,,,,,,,,
0.69,,,,,,,,,,
0.7,,,,,,,,,,
0.71,,,,,,,,,,
0.72,,,,,,,,,,
0.73,,,,,,,,,,
0.74,,,,,,,,,,
0.75,,,,,,,,,,
0.76,,,,,,,,,,
0.77,,,,,,,,,,
0.78,,,,,,,,,,
0.79,,,,,,,,,,
0.8,,,,,,,,,,
0.81,,,,,,,,,,
0.82,,,,,,,,,,
0.83,,,,,,,,,,
0.84,,,,,,,,,,
0.85,,,,,,,,,,
0.86,,,,,,,,,,
0.87,,,,,,,,,,
0.88,,,,,,,,,,
0.89,,,,,,,,,,
0.9,,,,,,,,,,
0.4,,,,,,,,,,
0.41,,,,,,,,,,
0.42,,,,,,,,,,
0.43,,,,,,,,,,
0.44,,,,,,,,,,
0.45,,,,,,,,,,
0.46,,,,,,,,,,
0.47,,,,,,,,,,
0.48,,,,,,,,,,
0.49,,,,,,,,,,
0.5,,,,,,,,,,
0.51,,,,,,,,,,
0.52,,,,,,,,,,
0.53,,,,,,,,,,
0.54,,,,,,,,,,
0.55,,,,,,,,,,
0.56,,,,,,,,,,
0.57,,,,,,,,,,
0.58,,,,,,,,,,
0.59,,,,,,,,,,
0.6,,,,,,,,,,
0.61,,,,,,,,,,
0.62,,,,,,,,,,
0.63,,,,,,,,,,
0.64,,,,,,,,,,
0.65,,,,,,,,,,
0.66,,,,,,,,,,
0.67,,,,,,,,,,
0.68,,,,,,,,,,
0.69,,,,,,,,,,
0.7,,,,,,,,,,
0.71,,,,,,,,,,
0.72,,,,,,,,,,
0.73,,,,,,,,,,
0.74,,,,,,,,,,
0.75,,,,,,,,,,
0.76,,,,,,,,,,
0.77,,,,,,,,,,
0.78,,,,,,,,,,
0.79,,,,,,,,,,
0.8,,,,,,,,,,
0.81,,,,,,,,,,
0.82,,,,,,,,,,
0.83,,,,,,,,,,
0.84,,,,,,,,,,
0.85,,,,,,,,,,
0.86,,,,,,,,,,
0.87,,,,,,,,,,
0.88,,,,,,,,,,
0.89,,,,,,,,,,
0.9,,,,,,,,,,
0.4,,,,,,,,,,
0.41,,,,,,,,,,
0.42,,,,,,,,,,
0.43,,,,,,,,,,
0.44,,,,,,,,,,
0.45,,,,,,,,,,
0.46,,,,,,,,,,
0.47,,,,,,,,,,
0.48,,,,,,,,,,
0.49,,,,,,,,,,
0.5,,,,,,,,,,
0.51,,,,,,,,,,
0.52,,,,,,,,,,
0.53,,,,,,,,,,
0.54,,,,,,,,,,
0.55,,,,,,,,,,
0.56,,,,,,,,,,
0.57,,,,,,,,,,
0.58,,,,,,,,,,
0.59,,,,,,,,,,
0.6,,,,,,,,,,
0.61,,,,,,,,,,
0.62,,,,,,,,,,
0.63,,,,,,,,,,
0.64,,,,,,,,,,
0.65,,,,,,,,,,
0.66,,,,,,,,,,
0.67,,,,,,,,,,
0.68,,,,,,,,,,
0.69,,,,,,,,,,
0.7,,,,,,,,,,
0.71,,,,,,,,,,
0.72,,,,,,,,,,
0.73,,,,,,,,,,
0.74,,,,,,,,,,
0.75,,,,,,,,,,
0.76,,,,,,,,,,
0.77,,,,,,,,,,
0.78,,,,,,,,,,
0.79,,,,,,,,,,
0.8,,,,,,,,,,
0.81,,,,,,,,,,
0.82,,,,,,,,,,
0.83,,,,,,,,,,
0.84,,,,,,,,,,
0.85,,,,,,,,,,
0.86,,,,,,,,,,
0.87,,,,,,,,,,
0.88,,,,,,,,,,
0.89,,,,,,,,,,
0.9,,,,,,,,,,
0.4,,,,,,,,,,
0.41,,,,,,,,,,
0.42,,,,,,,,,,
0.43,,,,,,,,,,
0.44,,,,,,,,,,
0.45,,,,,,,,,,
0.46,,,,,,,,,,
0.47,,,,,,,,,,
0.48,,,,,,,,,,
0.49,,,,,,,,,,
0.5,,,,,,,,,,
0.51,,,,,,,,,,
0.52,,,,,,,,,,
0.53,,,,,,,,,,
0.54,,,,,,,,,,
0.55,,,,,,,,,,
0.56,,,,,,,,,,
0.57,,,,,,,,,,
0.58,,,,,,,,,,
0.59,,,,,,,,,,
0.6,,,,,,,,,,
0.61,,,,,,,,,,
0.62,,,,,,,,,,
0.63,,,,,,,,,,
0.64,,,,,,,,,,
0.65,,,,,,,,,,
0.66,,,,,,,,,,
0.67,,,,,,,,,,
0.68,,,,,,,,,,
0.69,,,,,,,,,,
0.7,,,,,,,,,,
0.71,,,,,,,,,,
0.72,,,,,,,,,,
0.73,,,,,,,,,,
0.74,,,,,,,,,,
0.75,,,,,,,,,,
0.76,,,,,,,,,,
0.77,,,,,,,,,,
0.78,,,,,,,,,,
0.79,,,,,,,,,,
0.8,,,,,,,,,,
0.81,,,,,,,,,,
0.82,,,,,,,,,,
0.83,,,,,,,,,,
0.84,,,,,,,,,,
0.85,,,,,,,,,,
0.86,,,,,,,,,,
0.87,,,,,,,,,,
0.88,,,,,,,,,,
0.89,,,,,,,,,,
0.9,,,,,,,,,,
0.4,,,,,,,,,,
0.41,,,,,,,,,,
0.42,,,,,,,,,,
0.43,,,,,,,,,,
0.44,,,,,,,,,,
0.45,,,,,,,,,,
0.46,,,,,,,,,,
0.47,,,,,,,,,,
0.48,,,,,,,,,,
0.49,,,,,,,,,,
0.5,,,,,,,,,,
0.51,,,,,,,,,,
0.52,,,,,,,,,,
0.53,,,,,,,,,,
0.54,,,,,,,,,,
0.55,,,,,,,,,,
0.56,,,,,,,,,,
0.57,,,,,,,,,,
0.58,,,,,,,,,,
0.59,,,,,,,,,,
0.6,,,,,,,,,,
0.61,,,,,,,,,,
0.62,,,,,,,,,,
0.63,,,,,,,,,,
0.64,,,,,,,,,,
0.65,,,,,,,,,,
0.66,,,,,,,,,,
0.67,,,,,,,,,,
0.68,,,,,,,,,,
0.69,,,,,,,,,,
0.7,,,,,,,,,,
0.71,,,,,,,,,,
0.72,,,,,,,,,,
0.73,,,,,,,,,,
0.74,,,,,,,,,,
0.75,,,,,,,,,,
0.76,,,,,,,,,,
0.77,,,,,,,,,,
0.78,,,,,,,,,,
0.79,,,,,,,,,,
0.8,,,,,,,,,,
0.81,,,,,,,,,,
0.82,,,,,,,,,,
0.83,,,,,,,,,,
0.84,,,,,,,,,,
0.85,,,,,,,,,,
0.86,,,,,,,,,,
0.87,,,,,,,,,,
0.88,,,,,,,,,,
0.89,,,,,,,,,,
0.9,,,,,,,,,,
