long,lat,dist
9.1608190536499,55.5004386901855,1.03767589072404
9.09846687316895,54.2370491027832,1.03850445570327
7.17126703262329,55.4755401611328,1.26919700204806
7.16704797744751,54.2116432189941,1.33728568724898
9.12716770172119,56.6942901611328,1.96355456261347
7.1910719871521,56.6775512695313,2.0906097192669
9.14186477661133,52.9810943603516,2.10162830850678
7.14700841903687,53.0095405578613,2.22676599594579
11.0422697067261,55.4892196655274,2.79543570302743
11.0311403274536,54.2330360412598,2.80650972468737
5.27517318725586,55.492733001709,3.08781211387089
5.22123289108276,54.2185249328613,3.1627808074634
9.07014560699463,51.7797012329102,3.22186261238931
11.0639972686768,56.6831550598145,3.2775533646866
11.0200872421265,52.9768371582031,3.33095303465115
7.14220476150513,51.7455787658691,3.3721617309787
5.23890256881714,56.6946182250977,3.5498101926741
5.25353860855103,53.0165214538574,3.59331896513004
11.1003293991089,51.788703918457,4.18836307895849
5.20125150680542,51.7422065734863,4.43663102979468
9.11134624481201,50.5237312316895,4.45931861310161
7.22028636932373,50.5525245666504,4.49106063541493
12.9623670578003,54.1995582580566,4.70876998742665
13.0313472747803,55.4551277160645,4.7551968731348
12.9910583496094,56.7064743041992,5.01627737867873
12.993275642395,53.0105590820313,5.05612194984615
3.27170944213867,55.4702911376953,5.06686418819621
3.25547575950623,54.2569885253906,5.09405270020916
11.0875005722046,50.5324935913086,5.18564996308005
3.28714776039124,56.6834945678711,5.32439851927079
5.23126459121704,50.5401496887207,5.34404491310073
3.2593719959259,52.9823417663574,5.40365271008854
9.13896751403809,49.3298034667969,5.6418021567645
7.19953775405884,49.3503913879395,5.66893537251292
13.0291404724121,51.7591896057129,5.67639805611513
2.66180467605591,53.483097076416,5.82322313192073
3.06054997444153,52.3202018737793,5.85128523533798
3.24218201637268,51.7689056396484,5.96019463238332
2.26335835456848,54.5834922790527,6.05295428050451
3.41942930221558,51.2173385620117,6.12609040433982
11.0663824081421,49.3385124206543,6.21714612895333
3.59247875213623,50.6655082702637,6.34406300501553
5.25968408584595,49.338077545166,6.35102367254713
12.9582529067993,50.5659561157227,6.36397830516644
1.84280347824097,55.6825103759766,6.51068916470713
14.9017705917358,55.4505958557129,6.61639240948159
3.78004693984985,50.0520706176758,6.64058047880693
14.9871549606323,54.2641143798828,6.71080908887847
14.9192771911621,56.7021064758301,6.85034621360728
9.08377361297607,48.0663566589355,6.88752894018598
7.19357061386108,48.0864219665527,6.91390308406534
14.9681625366211,53.0126075744629,6.92564245707453
3.9448025226593,49.4997215270996,6.95012535377056
1.42333698272705,56.7190742492676,7.11789646509077
12.993109703064,49.3145980834961,7.29818202682442
4.12355661392212,48.8857345581055,7.33465448213542
14.9500637054443,51.7610931396484,7.35114052348717
11.0552062988281,48.0823059082031,7.35984351163649
5.21073961257935,48.0637474060059,7.51406011939409
4.28072118759155,48.3329162597656,7.71187254368984
14.928786277771,50.5720252990723,7.91577263936297
9.11123561859131,46.8724594116211,8.0776264864396
7.17502880096436,46.8843078613281,8.10519742642862
4.45139980316162,47.7184295654297,8.1601589471923
13.0263338088989,48.0632286071777,8.31538760501139
11.0449028015137,46.8261108398437,8.53478986568665
4.5850682258606,47.2266616821289,8.53757494959715
16.8787727355957,55.4826698303223,8.59038224076947
5.23885917663574,46.8617134094238,8.61344725106425
16.9112892150879,54.2328109741211,8.63039824309595
14.9125699996948,49.3205070495606,8.65270946836192
16.8459148406982,56.6700286865234,8.71792572629755
16.9418926239014,52.9829406738281,8.84682392897411
9.07327842712402,46.0508613586426,8.89217375371401
4.76486682891846,46.5502319335937,9.07942574775265
16.8683414459229,51.7946472167969,9.11007295393635
7.1185998916626,45.8677062988281,9.12011835700928
11.0401105880737,46.1980171203613,9.13048773731011
12.9610280990601,46.8700065612793,9.2896080791072
4.89283657073975,46.0581092834473,9.48767071482349
14.990611076355,48.0715713500977,9.5618031802952
16.8984279632568,50.5447883605957,9.63634349360059
5.26635503768921,45.6597137451172,9.73736917647994
13.0165338516235,46.3087997436523,9.8058985139319
16.9269599914551,49.2949256896973,10.2870865678537
14.9701528549194,46.882511138916,10.4322346829427
18.8325710296631,54.2347564697266,10.5467091552119
18.8574371337891,55.484676361084,10.5655774308313
18.8091659545898,52.9848327636719,10.6766688020947
18.882568359375,56.6720924377441,10.7208693940654
14.9096221923828,46.3803596496582,10.786231128125
16.8592681884766,48.1066207885742,10.9278867053013
18.7881526947021,51.7974052429199,10.9330840584333
18.8655452728271,50.5467834472656,11.4240964049295
16.8874759674072,46.8567657470703,11.7673518488165
18.8431243896484,49.2968673706055,11.9376144683487
16.8970413208008,46.4193153381348,12.0777459043059
18.8228549957275,48.1094398498535,12.5227915834263
18.8025035858154,46.8595161437988,13.227070370465
18.88600730896,46.4213333129883,13.5632694808037
