,January,February,March,April,May,June,July,August,September,October,November,December
1.36,0.766613190730838,0.817967914438503,0.844171122994652,0.884491978609626,0.894705882352941,0.897112299465241,0.893672014260249,0.888199643493761,0.882032085561497,0.87144385026738,0.828877005347593,0.782495543672014
