,January,February,March,April,May,June,July,August,September,October,November,December
1.36,0.877586417989634,0.920097046498105,0.945024245205835,0.93316282393651,0.948989431094137,0.921167749611055,0.907897357889209,0.940488099507371,0.944024725274725,0.880024481126132,0.94349193466572,0.888569520069631
