Threshold,Precision(all rand),Recall(all rand),Precision(col1 rand),Recall(col1 rand),Precision(col2 rand),Recall(col2 rand),Precision(col3 rand),Recall(col3 rand),Precision(col4 rand),Recall(col3 rand)
1.33,0.913084400458329,0.861749851455734,0.860099715244069,0.504310754604872,0.912659487142177,0.85715834818776,0.908160940376623,0.811154188948307,0.607460957214652,0.126941473559121
1.34,0.915726797203506,0.859205288175876,0.863399224497861,0.499780154486037,0.915351698102406,0.855047534165181,0.910843163626436,0.80781045751634,0.60833063542985,0.122811942959002
1.35,0.918341416502403,0.856755793226382,0.866725569429466,0.495438205585264,0.918009042250459,0.85297385620915,0.913510979346585,0.80465092097445,0.609701526612989,0.119007724301842
1.36,0.920861546935318,0.854315210932858,0.869965456367946,0.49119578134284,0.920570434961479,0.850915032679739,0.916085601989796,0.80151366607249,0.611076138616978,0.115356506238859
1.37,0.92320546048713,0.851880570409982,0.872979356216434,0.487012774806892,0.922961393490541,0.848957219251337,0.918476579789697,0.798355614973262,0.612194130558491,0.111862745098039
1.38,0.925329976262097,0.849454842543078,0.875687281288977,0.482862448009507,0.925133481619204,0.847045454545454,0.920640161794599,0.795204991087344,0.612771670722497,0.108472964943553
1.39,0.927626323675592,0.846977124183007,0.878754347138792,0.478939393939394,0.927478725832219,0.845118835412953,0.92299516707518,0.792064765300059,0.61404787312494,0.105135175282234
1.4,0.929733945494143,0.84466577540107,0.881516261014369,0.474945038621509,0.929621635431064,0.843215983363042,0.925159216257212,0.789132501485443,0.615015945820045,0.10198009506833
1.41,0.931722354224794,0.842278669043375,0.884143638244421,0.47103238265003,0.931653960343112,0.84137403446227,0.927208005157384,0.786215092097445,0.615906527888188,0.09897504456328
1.42,0.933761939992866,0.839897504456328,0.886917835061138,0.46729055258467,0.933732172832653,0.839493464052288,0.929318241494099,0.783348187759952,0.617163637751985,0.096047237076649
1.43,0.935617795374105,0.837568330362448,0.889430338263372,0.463621509209744,0.93562110698511,0.837614379084967,0.931232376080919,0.780479797979798,0.61791844331308,0.093210041592395
1.44,0.937339765495031,0.835282234105764,0.891717341644894,0.45982917409388,0.937377971172876,0.835825906120024,0.933003728550143,0.77760843731432,0.618395005329679,0.090485739750446
1.45,0.938949268385794,0.83300505050505,0.893860798183565,0.456131907308378,0.939027265658314,0.834139928698752,0.934669612285596,0.774888591800357,0.6189809396422,0.08798871063577
1.46,0.940580921516228,0.830772430184195,0.896080098122553,0.452543077837195,0.940692632699206,0.832436125965538,0.936359575334224,0.772185086155674,0.619564983310003,0.085470885323827
1.47,0.942115353755458,0.82848633392751,0.898170104777696,0.448980986333927,0.942261065309293,0.830705585264409,0.937946707470551,0.76941027926322,0.620231841656139,0.083134284016637
1.48,0.943592066181871,0.826311645870469,0.900203470400759,0.445579322638146,0.943765388673936,0.829010695187166,0.93947490558311,0.766742424242424,0.621144972942182,0.080987819370172
1.49,0.944979193884381,0.824101307189542,0.902123752761121,0.442256387403446,0.945179673949568,0.82729055258467,0.940912849104784,0.764084967320261,0.621774155777247,0.078879976232917
1.5,0.946345276560952,0.821834521687463,0.90404903997039,0.439021093285799,0.946579926600192,0.825649138443256,0.942345654051868,0.761589423648247,0.622431661430686,0.076813725490196
