Threshold,January,February,March,April,May,June,July,August,Sept,Oct,Nov,Dec
0.76,0.972103386809269,0.974812834224599,0.963582887700535,0.964117647058824,0.975632798573975,0.974527629233512,0.974741532976827,0.975472370766488,0.975169340463458,0.974919786096257,0.972139037433155,0.977023172905526
