Threshold,Precision(all rand),Recall(all rand),Precision(col1 rand),Recall(col1 rand),Precision(col2 rand),Recall(col2 rand),Precision(col3 rand),Recall(col3 rand),Precision(col4 rand),Recall(col3 rand)
0.8,0.619852511546377,0.989624183006536,0.534340826851298,0.696440879382056,0.582452160138985,0.846619132501485,0.583862356532269,0.85154486036839,0.541862752023646,0.717840166369578
0.81,0.614518365315347,0.992168746286393,0.532076259781799,0.707706476530006,0.582850457984867,0.869600415923945,0.583568143710908,0.872171717171717,0.540098986535065,0.730909090909091
0.82,0.609441309645669,0.994070112893642,0.530094712990274,0.718645276292335,0.582930147655915,0.890387700534759,0.583093136678297,0.890984848484849,0.538550597390077,0.743487819370172
0.83,0.604534007309831,0.995562982768865,0.528389808174501,0.729673202614379,0.582729218595789,0.909506833036245,0.582328525306682,0.908009506833036,0.537297476423258,0.756258169934641
0.84,0.599742796423101,0.996861259655377,0.526857513511686,0.74081550802139,0.581978260342018,0.926225490196078,0.581141251233324,0.923045157456922,0.535929697966932,0.768303624480095
0.85,0.595018752535623,0.997808972073678,0.525732140097034,0.752822341057635,0.580645575530099,0.940332739156269,0.579666667279591,0.936561200237671,0.534770437470808,0.780641711229946
0.86,0.590243769653001,0.998487819370172,0.524762528426827,0.765401069518717,0.578822860443706,0.952615864527629,0.577789379205015,0.94858734402852,0.533620773229311,0.793104575163399
0.87,0.58533401105711,0.998983957219251,0.523861016363068,0.778637849079026,0.576377403854703,0.962899584076055,0.575387088925509,0.959003267973856,0.532442500873429,0.805918003565062
0.88,0.580346629331249,0.999331550802139,0.523278899938459,0.793198158051099,0.573381449537181,0.971218062982769,0.572540246438868,0.967884729649436,0.53128938271034,0.819104278074866
0.89,0.575082960229511,0.999594474153298,0.522842454480634,0.809294414735591,0.569721294820338,0.97793523469994,0.569127686604285,0.975570409982175,0.529967622243755,0.832758467023173
0.9,0.569539091383741,0.999765300059418,0.522366716118007,0.82639780154486,0.565466712680753,0.983314022578728,0.565127181891391,0.98195632798574,0.528507076717738,0.847000891265597
