Threshold,January,February,March,April,May,June,July,August,Sept,Oct,Nov,Dec
0.76,0.748808853616005,0.730387050244411,0.642327526794838,0.62268451894406,0.599721686535764,0.601282389688091,0.611119803308002,0.597704162434331,0.621253932022848,0.608484268612879,0.656036857489986,0.716287032317926
